hull_D;hull_L;batt_MODEL;batt_D;batt_L;total_N;total_CAP;total_MASS
0.09;0.38;5;0.026199999999999998;0.05;56;448.0;3640.0
0.09;0.38;6;0.0342;0.0615;24;288.0;3240.0
0.09;0.38;7;0.033;0.091;20;520.0;5100.0
0.09;0.39;0;0.014;0.04;279;279.0;3069.0
0.09;0.39;1;0.014;0.025;465;465.0;3255.0
0.09;0.39;2;0.0083;0.0425;855;534.375;5130.0
0.09;0.39;3;0.0105;0.0445;464;556.8;5568.0
0.09;0.39;4;0.0145;0.0505;210;567.0;5040.0
0.09;0.39;5;0.026199999999999998;0.05;56;448.0;3640.0
0.09;0.39;6;0.0342;0.0615;24;288.0;3240.0
0.09;0.39;7;0.033;0.091;20;520.0;5100.0
0.09;0.4;0;0.014;0.04;310;310.0;3410.0
0.09;0.4;1;0.014;0.025;496;496.0;3472.0
0.09;0.4;2;0.0083;0.0425;855;534.375;5130.0
0.09;0.4;3;0.0105;0.0445;464;556.8;5568.0
0.09;0.4;4;0.0145;0.0505;210;567.0;5040.0
0.09;0.4;5;0.026199999999999998;0.05;64;512.0;4160.0
0.09;0.4;6;0.0342;0.0615;24;288.0;3240.0
0.09;0.4;7;0.033;0.091;20;520.0;5100.0
0.09;0.41;0;0.014;0.04;310;310.0;3410.0
0.09;0.41;1;0.014;0.025;496;496.0;3472.0
0.09;0.41;2;0.0083;0.0425;855;534.375;5130.0
0.09;0.41;3;0.0105;0.0445;522;626.4;6264.0
0.09;0.41;4;0.0145;0.0505;240;648.0;5760.0
0.09;0.41;5;0.026199999999999998;0.05;64;512.0;4160.0
0.09;0.41;6;0.0342;0.0615;24;288.0;3240.0
0.09;0.41;7;0.033;0.091;20;520.0;5100.0
0.09;0.42;0;0.014;0.04;310;310.0;3410.0
0.09;0.42;1;0.014;0.025;496;496.0;3472.0
0.09;0.42;2;0.0083;0.0425;855;534.375;5130.0
0.09;0.42;3;0.0105;0.0445;522;626.4;6264.0
0.09;0.42;4;0.0145;0.0505;240;648.0;5760.0
0.09;0.42;5;0.026199999999999998;0.05;64;512.0;4160.0
0.09;0.42;6;0.0342;0.0615;24;288.0;3240.0
0.09;0.42;7;0.033;0.091;20;520.0;5100.0
0.09;0.43;0;0.014;0.04;310;310.0;3410.0
0.09;0.43;1;0.014;0.025;527;527.0;3689.0
0.09;0.43;2;0.0083;0.0425;950;593.75;5700.0
0.09;0.43;3;0.0105;0.0445;522;626.4;6264.0
0.09;0.43;4;0.0145;0.0505;240;648.0;5760.0
0.09;0.43;5;0.026199999999999998;0.05;64;512.0;4160.0
0.09;0.43;6;0.0342;0.0615;24;288.0;3240.0
0.09;0.43;7;0.033;0.091;20;520.0;5100.0
0.09;0.44;0;0.014;0.04;341;341.0;3751.0
0.09;0.44;1;0.014;0.025;527;527.0;3689.0
0.09;0.44;2;0.0083;0.0425;950;593.75;5700.0
0.09;0.44;3;0.0105;0.0445;522;626.4;6264.0
0.09;0.44;4;0.0145;0.0505;240;648.0;5760.0
0.09;0.44;5;0.026199999999999998;0.05;64;512.0;4160.0
0.09;0.44;6;0.0342;0.0615;28;336.0;3780.0
0.09;0.44;7;0.033;0.091;20;520.0;5100.0
0.09;0.45;0;0.014;0.04;341;341.0;3751.0
0.09;0.45;1;0.014;0.025;558;558.0;3906.0
0.09;0.45;2;0.0083;0.0425;950;593.75;5700.0
0.09;0.45;3;0.0105;0.0445;580;696.0;6960.0
0.09;0.45;4;0.0145;0.0505;240;648.0;5760.0
0.09;0.45;5;0.026199999999999998;0.05;72;576.0;4680.0
0.09;0.45;6;0.0342;0.0615;28;336.0;3780.0
0.09;0.45;7;0.033;0.091;20;520.0;5100.0
0.09;0.46;0;0.014;0.04;341;341.0;3751.0
0.09;0.46;1;0.014;0.025;558;558.0;3906.0
0.09;0.46;2;0.0083;0.0425;950;593.75;5700.0
0.09;0.46;3;0.0105;0.0445;580;696.0;6960.0
0.09;0.46;4;0.0145;0.0505;270;729.0;6480.0
0.09;0.46;5;0.026199999999999998;0.05;72;576.0;4680.0
0.09;0.46;6;0.0342;0.0615;28;336.0;3780.0
0.09;0.46;7;0.033;0.091;25;650.0;6375.0
0.09;0.47;0;0.014;0.04;341;341.0;3751.0
0.09;0.47;1;0.014;0.025;558;558.0;3906.0
0.09;0.47;2;0.0083;0.0425;1045;653.125;6270.0
0.09;0.47;3;0.0105;0.0445;580;696.0;6960.0
0.09;0.47;4;0.0145;0.0505;270;729.0;6480.0
0.09;0.47;5;0.026199999999999998;0.05;72;576.0;4680.0
0.09;0.47;6;0.0342;0.0615;28;336.0;3780.0
0.09;0.47;7;0.033;0.091;25;650.0;6375.0
0.09;0.48;0;0.014;0.04;372;372.0;4092.0
0.09;0.48;1;0.014;0.025;589;589.0;4123.0
0.09;0.48;2;0.0083;0.0425;1045;653.125;6270.0
0.09;0.48;3;0.0105;0.0445;580;696.0;6960.0
0.09;0.48;4;0.0145;0.0505;270;729.0;6480.0
0.09;0.48;5;0.026199999999999998;0.05;72;576.0;4680.0
0.09;0.48;6;0.0342;0.0615;28;336.0;3780.0
0.09;0.48;7;0.033;0.091;25;650.0;6375.0
0.09;0.49;0;0.014;0.04;372;372.0;4092.0
0.09;0.49;1;0.014;0.025;589;589.0;4123.0
0.09;0.49;2;0.0083;0.0425;1045;653.125;6270.0
0.09;0.49;3;0.0105;0.0445;638;765.6;7656.0
0.09;0.49;4;0.0145;0.0505;270;729.0;6480.0
0.09;0.49;5;0.026199999999999998;0.05;72;576.0;4680.0
0.09;0.49;6;0.0342;0.0615;28;336.0;3780.0
0.09;0.49;7;0.033;0.091;25;650.0;6375.0
0.09;0.5;0;0.014;0.04;372;372.0;4092.0
0.09;0.5;1;0.014;0.025;620;620.0;4340.0
0.09;0.5;2;0.0083;0.0425;1045;653.125;6270.0
0.09;0.5;3;0.0105;0.0445;638;765.6;7656.0
0.09;0.5;4;0.0145;0.0505;270;729.0;6480.0
0.09;0.5;5;0.026199999999999998;0.05;80;640.0;5200.0
0.09;0.5;6;0.0342;0.0615;32;384.0;4320.0
0.09;0.5;7;0.033;0.091;25;650.0;6375.0
0.1;0.05;0;0.014;0.04;40;40.0;440.0
0.1;0.05;1;0.014;0.025;80;80.0;560.0
0.1;0.05;2;0.0083;0.0425;119;74.375;714.0
0.1;0.05;3;0.0105;0.0445;72;86.4;864.0
0.1;0.05;5;0.026199999999999998;0.05;10;80.0;650.0
0.1;0.06;0;0.014;0.04;40;40.0;440.0
0.1;0.06;1;0.014;0.025;80;80.0;560.0
0.1;0.06;2;0.0083;0.0425;119;74.375;714.0
0.1;0.06;3;0.0105;0.0445;72;86.4;864.0
0.1;0.06;4;0.0145;0.0505;37;99.9;888.0
0.1;0.06;5;0.026199999999999998;0.05;10;80.0;650.0
0.1;0.07;0;0.014;0.04;40;40.0;440.0
0.1;0.07;1;0.014;0.025;80;80.0;560.0
0.1;0.07;2;0.0083;0.0425;119;74.375;714.0
0.1;0.07;3;0.0105;0.0445;72;86.4;864.0
0.1;0.07;4;0.0145;0.0505;37;99.9;888.0
0.1;0.07;5;0.026199999999999998;0.05;10;80.0;650.0
0.1;0.07;6;0.0342;0.0615;5;60.0;675.0
0.1;0.08;0;0.014;0.04;80;80.0;880.0
0.1;0.08;1;0.014;0.025;120;120.0;840.0
0.1;0.08;2;0.0083;0.0425;119;74.375;714.0
0.1;0.08;3;0.0105;0.0445;72;86.4;864.0
0.1;0.08;4;0.0145;0.0505;37;99.9;888.0
0.1;0.08;5;0.026199999999999998;0.05;10;80.0;650.0
0.1;0.08;6;0.0342;0.0615;5;60.0;675.0
0.1;0.09;0;0.014;0.04;80;80.0;880.0
0.1;0.09;1;0.014;0.025;120;120.0;840.0
0.1;0.09;2;0.0083;0.0425;238;148.75;1428.0
0.1;0.09;3;0.0105;0.0445;144;172.8;1728.0
0.1;0.09;4;0.0145;0.0505;37;99.9;888.0
0.1;0.09;5;0.026199999999999998;0.05;10;80.0;650.0
0.1;0.09;6;0.0342;0.0615;5;60.0;675.0
0.1;0.1;0;0.014;0.04;80;80.0;880.0
0.1;0.1;1;0.014;0.025;160;160.0;1120.0
0.1;0.1;2;0.0083;0.0425;238;148.75;1428.0
0.1;0.1;3;0.0105;0.0445;144;172.8;1728.0
0.1;0.1;4;0.0145;0.0505;37;99.9;888.0
0.1;0.1;5;0.026199999999999998;0.05;20;160.0;1300.0
0.1;0.1;6;0.0342;0.0615;5;60.0;675.0
0.1;0.1;7;0.033;0.091;7;182.0;1785.0
0.1;0.11;0;0.014;0.04;80;80.0;880.0
0.1;0.11;1;0.014;0.025;160;160.0;1120.0
0.1;0.11;2;0.0083;0.0425;238;148.75;1428.0
0.1;0.11;3;0.0105;0.0445;144;172.8;1728.0
0.1;0.11;4;0.0145;0.0505;74;199.8;1776.0
0.1;0.11;5;0.026199999999999998;0.05;20;160.0;1300.0
0.1;0.11;6;0.0342;0.0615;5;60.0;675.0
0.1;0.11;7;0.033;0.091;7;182.0;1785.0
0.1;0.12;0;0.014;0.04;120;120.0;1320.0
0.1;0.12;1;0.014;0.025;160;160.0;1120.0
0.1;0.12;2;0.0083;0.0425;238;148.75;1428.0
0.1;0.12;3;0.0105;0.0445;144;172.8;1728.0
0.1;0.12;4;0.0145;0.0505;74;199.8;1776.0
0.1;0.12;5;0.026199999999999998;0.05;20;160.0;1300.0
0.1;0.12;6;0.0342;0.0615;5;60.0;675.0
0.1;0.12;7;0.033;0.091;7;182.0;1785.0
0.1;0.13;0;0.014;0.04;120;120.0;1320.0
0.1;0.13;1;0.014;0.025;200;200.0;1400.0
0.1;0.13;2;0.0083;0.0425;357;223.125;2142.0
0.1;0.13;3;0.0105;0.0445;144;172.8;1728.0
0.1;0.13;4;0.0145;0.0505;74;199.8;1776.0
0.1;0.13;5;0.026199999999999998;0.05;20;160.0;1300.0
0.1;0.13;6;0.0342;0.0615;10;120.0;1350.0
0.1;0.13;7;0.033;0.091;7;182.0;1785.0
0.1;0.14;0;0.014;0.04;120;120.0;1320.0
0.1;0.14;1;0.014;0.025;200;200.0;1400.0
0.1;0.14;2;0.0083;0.0425;357;223.125;2142.0
0.1;0.14;3;0.0105;0.0445;216;259.2;2592.0
0.1;0.14;4;0.0145;0.0505;74;199.8;1776.0
0.1;0.14;5;0.026199999999999998;0.05;20;160.0;1300.0
0.1;0.14;6;0.0342;0.0615;10;120.0;1350.0
0.1;0.14;7;0.033;0.091;7;182.0;1785.0
0.1;0.15;0;0.014;0.04;120;120.0;1320.0
0.1;0.15;1;0.014;0.025;240;240.0;1680.0
0.1;0.15;2;0.0083;0.0425;357;223.125;2142.0
0.1;0.15;3;0.0105;0.0445;216;259.2;2592.0
0.1;0.15;4;0.0145;0.0505;74;199.8;1776.0
0.1;0.15;5;0.026199999999999998;0.05;30;240.0;1950.0
0.1;0.15;6;0.0342;0.0615;10;120.0;1350.0
0.1;0.15;7;0.033;0.091;7;182.0;1785.0
0.1;0.16;0;0.014;0.04;160;160.0;1760.0
0.1;0.16;1;0.014;0.025;240;240.0;1680.0
0.1;0.16;2;0.0083;0.0425;357;223.125;2142.0
0.1;0.16;3;0.0105;0.0445;216;259.2;2592.0
0.1;0.16;4;0.0145;0.0505;111;299.7;2664.0
0.1;0.16;5;0.026199999999999998;0.05;30;240.0;1950.0
0.1;0.16;6;0.0342;0.0615;10;120.0;1350.0
0.1;0.16;7;0.033;0.091;7;182.0;1785.0
0.1;0.17;0;0.014;0.04;160;160.0;1760.0
0.1;0.17;1;0.014;0.025;240;240.0;1680.0
0.1;0.17;2;0.0083;0.0425;476;297.5;2856.0
0.1;0.17;3;0.0105;0.0445;216;259.2;2592.0
0.1;0.17;4;0.0145;0.0505;111;299.7;2664.0
0.1;0.17;5;0.026199999999999998;0.05;30;240.0;1950.0
0.1;0.17;6;0.0342;0.0615;10;120.0;1350.0
0.1;0.17;7;0.033;0.091;7;182.0;1785.0
0.1;0.18;0;0.014;0.04;160;160.0;1760.0
0.1;0.18;1;0.014;0.025;280;280.0;1960.0
0.1;0.18;2;0.0083;0.0425;476;297.5;2856.0
0.1;0.18;3;0.0105;0.0445;288;345.6;3456.0
0.1;0.18;4;0.0145;0.0505;111;299.7;2664.0
0.1;0.18;5;0.026199999999999998;0.05;30;240.0;1950.0
0.1;0.18;6;0.0342;0.0615;10;120.0;1350.0
0.1;0.18;7;0.033;0.091;7;182.0;1785.0
0.1;0.19;0;0.014;0.04;160;160.0;1760.0
0.1;0.19;1;0.014;0.025;280;280.0;1960.0
0.1;0.19;2;0.0083;0.0425;476;297.5;2856.0
0.1;0.19;3;0.0105;0.0445;288;345.6;3456.0
0.1;0.19;4;0.0145;0.0505;111;299.7;2664.0
0.1;0.19;5;0.026199999999999998;0.05;30;240.0;1950.0
0.1;0.19;6;0.0342;0.0615;15;180.0;2025.0
0.1;0.19;7;0.033;0.091;14;364.0;3570.0
0.1;0.2;0;0.014;0.04;200;200.0;2200.0
0.1;0.2;1;0.014;0.025;320;320.0;2240.0
0.1;0.2;2;0.0083;0.0425;476;297.5;2856.0
0.1;0.2;3;0.0105;0.0445;288;345.6;3456.0
0.1;0.2;4;0.0145;0.0505;111;299.7;2664.0
0.1;0.2;5;0.026199999999999998;0.05;40;320.0;2600.0
0.1;0.2;6;0.0342;0.0615;15;180.0;2025.0
0.1;0.2;7;0.033;0.091;14;364.0;3570.0
0.1;0.21;0;0.014;0.04;200;200.0;2200.0
0.1;0.21;1;0.014;0.025;320;320.0;2240.0
0.1;0.21;2;0.0083;0.0425;476;297.5;2856.0
0.1;0.21;3;0.0105;0.0445;288;345.6;3456.0
0.1;0.21;4;0.0145;0.0505;148;399.6;3552.0
0.1;0.21;5;0.026199999999999998;0.05;40;320.0;2600.0
0.1;0.21;6;0.0342;0.0615;15;180.0;2025.0
0.1;0.21;7;0.033;0.091;14;364.0;3570.0
0.1;0.22;0;0.014;0.04;200;200.0;2200.0
0.1;0.22;1;0.014;0.025;320;320.0;2240.0
0.1;0.22;2;0.0083;0.0425;595;371.875;3570.0
0.1;0.22;3;0.0105;0.0445;288;345.6;3456.0
0.1;0.22;4;0.0145;0.0505;148;399.6;3552.0
0.1;0.22;5;0.026199999999999998;0.05;40;320.0;2600.0
0.1;0.22;6;0.0342;0.0615;15;180.0;2025.0
0.1;0.22;7;0.033;0.091;14;364.0;3570.0
0.1;0.23;0;0.014;0.04;200;200.0;2200.0
0.1;0.23;1;0.014;0.025;360;360.0;2520.0
0.1;0.23;2;0.0083;0.0425;595;371.875;3570.0
0.1;0.23;3;0.0105;0.0445;360;432.0;4320.0
0.1;0.23;4;0.0145;0.0505;148;399.6;3552.0
0.1;0.23;5;0.026199999999999998;0.05;40;320.0;2600.0
0.1;0.23;6;0.0342;0.0615;15;180.0;2025.0
0.1;0.23;7;0.033;0.091;14;364.0;3570.0
0.1;0.24;0;0.014;0.04;240;240.0;2640.0
0.1;0.24;1;0.014;0.025;360;360.0;2520.0
0.1;0.24;2;0.0083;0.0425;595;371.875;3570.0
0.1;0.24;3;0.0105;0.0445;360;432.0;4320.0
0.1;0.24;4;0.0145;0.0505;148;399.6;3552.0
0.1;0.24;5;0.026199999999999998;0.05;40;320.0;2600.0
0.1;0.24;6;0.0342;0.0615;15;180.0;2025.0
0.1;0.24;7;0.033;0.091;14;364.0;3570.0
0.1;0.25;0;0.014;0.04;240;240.0;2640.0
0.1;0.25;1;0.014;0.025;400;400.0;2800.0
0.1;0.25;2;0.0083;0.0425;595;371.875;3570.0
0.1;0.25;3;0.0105;0.0445;360;432.0;4320.0
0.1;0.25;4;0.0145;0.0505;148;399.6;3552.0
0.1;0.25;5;0.026199999999999998;0.05;50;400.0;3250.0
0.1;0.25;6;0.0342;0.0615;20;240.0;2700.0
0.1;0.25;7;0.033;0.091;14;364.0;3570.0
0.1;0.26;0;0.014;0.04;240;240.0;2640.0
0.1;0.26;1;0.014;0.025;400;400.0;2800.0
0.1;0.26;2;0.0083;0.0425;714;446.25;4284.0
0.1;0.26;3;0.0105;0.0445;360;432.0;4320.0
0.1;0.26;4;0.0145;0.0505;185;499.5;4440.0
0.1;0.26;5;0.026199999999999998;0.05;50;400.0;3250.0
0.1;0.26;6;0.0342;0.0615;20;240.0;2700.0
0.1;0.26;7;0.033;0.091;14;364.0;3570.0
0.1;0.27;0;0.014;0.04;240;240.0;2640.0
0.1;0.27;1;0.014;0.025;400;400.0;2800.0
0.1;0.27;2;0.0083;0.0425;714;446.25;4284.0
0.1;0.27;3;0.0105;0.0445;432;518.4;5184.0
0.1;0.27;4;0.0145;0.0505;185;499.5;4440.0
0.1;0.27;5;0.026199999999999998;0.05;50;400.0;3250.0
0.1;0.27;6;0.0342;0.0615;20;240.0;2700.0
0.1;0.27;7;0.033;0.091;14;364.0;3570.0
0.1;0.28;0;0.014;0.04;280;280.0;3080.0
0.1;0.28;1;0.014;0.025;440;440.0;3080.0
0.1;0.28;2;0.0083;0.0425;714;446.25;4284.0
0.1;0.28;3;0.0105;0.0445;432;518.4;5184.0
0.1;0.28;4;0.0145;0.0505;185;499.5;4440.0
0.1;0.28;5;0.026199999999999998;0.05;50;400.0;3250.0
0.1;0.28;6;0.0342;0.0615;20;240.0;2700.0
0.1;0.28;7;0.033;0.091;21;546.0;5355.0
0.1;0.29;0;0.014;0.04;280;280.0;3080.0
0.1;0.29;1;0.014;0.025;440;440.0;3080.0
0.1;0.29;2;0.0083;0.0425;714;446.25;4284.0
0.1;0.29;3;0.0105;0.0445;432;518.4;5184.0
0.1;0.29;4;0.0145;0.0505;185;499.5;4440.0
0.1;0.29;5;0.026199999999999998;0.05;50;400.0;3250.0
0.1;0.29;6;0.0342;0.0615;20;240.0;2700.0
0.1;0.29;7;0.033;0.091;21;546.0;5355.0
0.1;0.3;0;0.014;0.04;280;280.0;3080.0
0.1;0.3;1;0.014;0.025;480;480.0;3360.0
0.1;0.3;2;0.0083;0.0425;833;520.625;4998.0
0.1;0.3;3;0.0105;0.0445;432;518.4;5184.0
0.1;0.3;4;0.0145;0.0505;185;499.5;4440.0
0.1;0.3;5;0.026199999999999998;0.05;60;480.0;3900.0
0.1;0.3;6;0.0342;0.0615;20;240.0;2700.0
0.1;0.3;7;0.033;0.091;21;546.0;5355.0
0.1;0.31;0;0.014;0.04;280;280.0;3080.0
0.1;0.31;1;0.014;0.025;480;480.0;3360.0
0.1;0.31;2;0.0083;0.0425;833;520.625;4998.0
0.1;0.31;3;0.0105;0.0445;432;518.4;5184.0
0.1;0.31;4;0.0145;0.0505;222;599.4;5328.0
0.1;0.31;5;0.026199999999999998;0.05;60;480.0;3900.0
0.1;0.31;6;0.0342;0.0615;25;300.0;3375.0
0.1;0.31;7;0.033;0.091;21;546.0;5355.0
0.1;0.32;0;0.014;0.04;320;320.0;3520.0
0.1;0.32;1;0.014;0.025;480;480.0;3360.0
0.1;0.32;2;0.0083;0.0425;833;520.625;4998.0
0.1;0.32;3;0.0105;0.0445;504;604.8;6048.0
0.1;0.32;4;0.0145;0.0505;222;599.4;5328.0
0.1;0.32;5;0.026199999999999998;0.05;60;480.0;3900.0
0.1;0.32;6;0.0342;0.0615;25;300.0;3375.0
0.1;0.32;7;0.033;0.091;21;546.0;5355.0
0.1;0.33;0;0.014;0.04;320;320.0;3520.0
0.1;0.33;1;0.014;0.025;520;520.0;3640.0
0.1;0.33;2;0.0083;0.0425;833;520.625;4998.0
0.1;0.33;3;0.0105;0.0445;504;604.8;6048.0
0.1;0.33;4;0.0145;0.0505;222;599.4;5328.0
0.1;0.33;5;0.026199999999999998;0.05;60;480.0;3900.0
0.1;0.33;6;0.0342;0.0615;25;300.0;3375.0
0.1;0.33;7;0.033;0.091;21;546.0;5355.0
0.1;0.34;0;0.014;0.04;320;320.0;3520.0
0.1;0.34;1;0.014;0.025;520;520.0;3640.0
0.1;0.34;2;0.0083;0.0425;952;595.0;5712.0
0.1;0.34;3;0.0105;0.0445;504;604.8;6048.0
0.1;0.34;4;0.0145;0.0505;222;599.4;5328.0
0.1;0.34;5;0.026199999999999998;0.05;60;480.0;3900.0
0.1;0.34;6;0.0342;0.0615;25;300.0;3375.0
0.1;0.34;7;0.033;0.091;21;546.0;5355.0
0.1;0.35;0;0.014;0.04;320;320.0;3520.0
0.1;0.35;1;0.014;0.025;560;560.0;3920.0
0.1;0.35;2;0.0083;0.0425;952;595.0;5712.0
0.1;0.35;3;0.0105;0.0445;504;604.8;6048.0
0.1;0.35;4;0.0145;0.0505;222;599.4;5328.0
0.1;0.35;5;0.026199999999999998;0.05;70;560.0;4550.0
0.1;0.35;6;0.0342;0.0615;25;300.0;3375.0
0.1;0.35;7;0.033;0.091;21;546.0;5355.0
0.1;0.36;0;0.014;0.04;360;360.0;3960.0
0.1;0.36;1;0.014;0.025;560;560.0;3920.0
0.1;0.36;2;0.0083;0.0425;952;595.0;5712.0
0.1;0.36;3;0.0105;0.0445;576;691.2;6912.0
0.1;0.36;4;0.0145;0.0505;259;699.3;6216.0
0.1;0.36;5;0.026199999999999998;0.05;70;560.0;4550.0
0.1;0.36;6;0.0342;0.0615;25;300.0;3375.0
0.1;0.36;7;0.033;0.091;21;546.0;5355.0
0.1;0.37;0;0.014;0.04;360;360.0;3960.0
0.1;0.37;1;0.014;0.025;560;560.0;3920.0
0.1;0.37;2;0.0083;0.0425;952;595.0;5712.0
0.1;0.37;3;0.0105;0.0445;576;691.2;6912.0
0.1;0.37;4;0.0145;0.0505;259;699.3;6216.0
0.1;0.37;5;0.026199999999999998;0.05;70;560.0;4550.0
0.1;0.37;6;0.0342;0.0615;30;360.0;4050.0
0.1;0.37;7;0.033;0.091;28;728.0;7140.0
0.1;0.38;0;0.014;0.04;360;360.0;3960.0
0.1;0.38;1;0.014;0.025;600;600.0;4200.0
0.1;0.38;2;0.0083;0.0425;952;595.0;5712.0
0.1;0.38;3;0.0105;0.0445;576;691.2;6912.0
0.1;0.38;4;0.0145;0.0505;259;699.3;6216.0
0.1;0.38;5;0.026199999999999998;0.05;70;560.0;4550.0
0.1;0.38;6;0.0342;0.0615;30;360.0;4050.0
0.1;0.38;7;0.033;0.091;28;728.0;7140.0
0.1;0.39;0;0.014;0.04;360;360.0;3960.0
0.1;0.39;1;0.014;0.025;600;600.0;4200.0
0.1;0.39;2;0.0083;0.0425;1071;669.375;6426.0
0.1;0.39;3;0.0105;0.0445;576;691.2;6912.0
0.1;0.39;4;0.0145;0.0505;259;699.3;6216.0
0.1;0.39;5;0.026199999999999998;0.05;70;560.0;4550.0
0.1;0.39;6;0.0342;0.0615;30;360.0;4050.0
0.1;0.39;7;0.033;0.091;28;728.0;7140.0
0.1;0.4;0;0.014;0.04;400;400.0;4400.0
0.1;0.4;1;0.014;0.025;640;640.0;4480.0
0.1;0.4;2;0.0083;0.0425;1071;669.375;6426.0
0.1;0.4;3;0.0105;0.0445;576;691.2;6912.0
0.1;0.4;4;0.0145;0.0505;259;699.3;6216.0
0.1;0.4;5;0.026199999999999998;0.05;80;640.0;5200.0
0.1;0.4;6;0.0342;0.0615;30;360.0;4050.0
0.1;0.4;7;0.033;0.091;28;728.0;7140.0
0.1;0.41;0;0.014;0.04;400;400.0;4400.0
0.1;0.41;1;0.014;0.025;640;640.0;4480.0
0.1;0.41;2;0.0083;0.0425;1071;669.375;6426.0
0.1;0.41;3;0.0105;0.0445;648;777.6;7776.0
0.1;0.41;4;0.0145;0.0505;296;799.2;7104.0
0.1;0.41;5;0.026199999999999998;0.05;80;640.0;5200.0
0.1;0.41;6;0.0342;0.0615;30;360.0;4050.0
0.1;0.41;7;0.033;0.091;28;728.0;7140.0
0.1;0.42;0;0.014;0.04;400;400.0;4400.0
0.1;0.42;1;0.014;0.025;640;640.0;4480.0
0.1;0.42;2;0.0083;0.0425;1071;669.375;6426.0
0.1;0.42;3;0.0105;0.0445;648;777.6;7776.0
0.1;0.42;4;0.0145;0.0505;296;799.2;7104.0
0.1;0.42;5;0.026199999999999998;0.05;80;640.0;5200.0
0.1;0.42;6;0.0342;0.0615;30;360.0;4050.0
0.1;0.42;7;0.033;0.091;28;728.0;7140.0
0.1;0.43;0;0.014;0.04;400;400.0;4400.0
0.1;0.43;1;0.014;0.025;680;680.0;4760.0
0.1;0.43;2;0.0083;0.0425;1190;743.75;7140.0
0.1;0.43;3;0.0105;0.0445;648;777.6;7776.0
0.1;0.43;4;0.0145;0.0505;296;799.2;7104.0
0.1;0.43;5;0.026199999999999998;0.05;80;640.0;5200.0
0.1;0.43;6;0.0342;0.0615;30;360.0;4050.0
0.1;0.43;7;0.033;0.091;28;728.0;7140.0
0.1;0.44;0;0.014;0.04;440;440.0;4840.0
0.1;0.44;1;0.014;0.025;680;680.0;4760.0
0.1;0.44;2;0.0083;0.0425;1190;743.75;7140.0
0.1;0.44;3;0.0105;0.0445;648;777.6;7776.0
0.1;0.44;4;0.0145;0.0505;296;799.2;7104.0
0.1;0.44;5;0.026199999999999998;0.05;80;640.0;5200.0
0.1;0.44;6;0.0342;0.0615;35;420.0;4725.0
0.1;0.44;7;0.033;0.091;28;728.0;7140.0
0.1;0.45;0;0.014;0.04;440;440.0;4840.0
0.1;0.45;1;0.014;0.025;720;720.0;5040.0
0.1;0.45;2;0.0083;0.0425;1190;743.75;7140.0
0.1;0.45;3;0.0105;0.0445;720;864.0;8640.0
0.1;0.45;4;0.0145;0.0505;296;799.2;7104.0
0.1;0.45;5;0.026199999999999998;0.05;90;720.0;5850.0
0.1;0.45;6;0.0342;0.0615;35;420.0;4725.0
0.1;0.45;7;0.033;0.091;28;728.0;7140.0
0.1;0.46;0;0.014;0.04;440;440.0;4840.0
0.1;0.46;1;0.014;0.025;720;720.0;5040.0
0.1;0.46;2;0.0083;0.0425;1190;743.75;7140.0
0.1;0.46;3;0.0105;0.0445;720;864.0;8640.0
0.1;0.46;4;0.0145;0.0505;333;899.1;7992.0
0.1;0.46;5;0.026199999999999998;0.05;90;720.0;5850.0
0.1;0.46;6;0.0342;0.0615;35;420.0;4725.0
0.1;0.46;7;0.033;0.091;35;910.0;8925.0
0.1;0.47;0;0.014;0.04;440;440.0;4840.0
0.1;0.47;1;0.014;0.025;720;720.0;5040.0
0.1;0.47;2;0.0083;0.0425;1309;818.125;7854.0
0.1;0.47;3;0.0105;0.0445;720;864.0;8640.0
0.1;0.47;4;0.0145;0.0505;333;899.1;7992.0
0.1;0.47;5;0.026199999999999998;0.05;90;720.0;5850.0
0.1;0.47;6;0.0342;0.0615;35;420.0;4725.0
0.1;0.47;7;0.033;0.091;35;910.0;8925.0
0.1;0.48;0;0.014;0.04;480;480.0;5280.0
0.1;0.48;1;0.014;0.025;760;760.0;5320.0
0.1;0.48;2;0.0083;0.0425;1309;818.125;7854.0
0.1;0.48;3;0.0105;0.0445;720;864.0;8640.0
0.1;0.48;4;0.0145;0.0505;333;899.1;7992.0
0.1;0.48;5;0.026199999999999998;0.05;90;720.0;5850.0
0.1;0.48;6;0.0342;0.0615;35;420.0;4725.0
0.1;0.48;7;0.033;0.091;35;910.0;8925.0
0.1;0.49;0;0.014;0.04;480;480.0;5280.0
0.1;0.49;1;0.014;0.025;760;760.0;5320.0
0.1;0.49;2;0.0083;0.0425;1309;818.125;7854.0
0.1;0.49;3;0.0105;0.0445;792;950.4;9504.0
0.1;0.49;4;0.0145;0.0505;333;899.1;7992.0
0.1;0.49;5;0.026199999999999998;0.05;90;720.0;5850.0
0.1;0.49;6;0.0342;0.0615;35;420.0;4725.0
0.1;0.49;7;0.033;0.091;35;910.0;8925.0
0.1;0.5;0;0.014;0.04;480;480.0;5280.0
0.1;0.5;1;0.014;0.025;800;800.0;5600.0
0.1;0.5;2;0.0083;0.0425;1309;818.125;7854.0
0.1;0.5;3;0.0105;0.0445;792;950.4;9504.0
0.1;0.5;4;0.0145;0.0505;333;899.1;7992.0
