N;radius;distance;ratio;density;contacts;loose;boundary;symmetry group;reference
592;0.038095210632099973522885478718;0.079207861429058102681745629002;26.2500189238322543246352828485;0.859137083277605215634757251730;1376;30;90;;[31]
593;0.038058389601265336139360414693;0.079128273878265320690304766938;26.2754154991033243086111503742;0.858925524291728972620301366642;1422;14;75;;[31]
594;0.038030975454796199621091613498;0.079069022981849847402395613149;26.2943557992248926310121635325;0.859134925861726735549789030009;1382;26;90;;[31]
595;0.038003875139340146817132638541;0.079010453695631696907617853234;26.3131061328227168476290746618;0.859355242735900857875075944140;1227;14;78;;[31]
596;0.037987100291744921817203785427;0.078974201496185930433457215951;26.3247258232372285023160286849;0.860039793990751926046863131585;1333;26;86;;[31]
597;0.037944508264737863216756859786;0.078882161352870091277429125722;26.3542748537687084672744937123;0.859552067349297724506400185527;1161;26;89;;[31]
598;0.037902285348406999487260622988;0.078790926890690421605800002267;26.3836333563466547397672407489;0.859076774309976605700650678562;1352;20;86;;[31]
599;0.037872090990189697791099859034;0.078725688415309312877693297303;26.4046682888208569112039458791;0.859142870305555402782074331633;1334;30;88;;[31]
600;0.037839491753807929255968690360;0.078655258513532294700650680909;26.4274162693891433789707319884;0.859096281711898966707673271694;1186;26;89;;[31]
601;0.037803543619042870760965248653;0.078577598926586614877702066605;26.4525466204249586117857864490;0.858893854004283047265681763575;1459;23;81;;[31]
602;0.037772421253329117429085833100;0.078510369246595038000301620567;26.4743420415990358702709012017;0.858906996018047427041937076433;1219;16;75;;[31]
603;0.037747140178767727863459950903;0.078455760964494107975258445794;26.4920731812813439902951847192;0.859182494780351183350185940116;1433;20;79;;[31]
604;0.037721886689650267349981519717;0.078401215132873689858140945458;26.5098087014393538450193927138;0.859456204197795659206358905121;1328;22;86;;[31]
605;0.037683905745958629426344685521;0.078319184249267004302844948058;26.5365274698800015240927873479;0.859146435123527753186256401435;1328;23;81;;[31]
606;0.037649569317292727896688603549;0.078245030327639594427939841039;26.5607287980500893580628253625;0.858998982285243783008111327138;1374;19;81;;[31]
607;0.037621808510592950892526986816;0.078185081173479721885876588430;26.5803277298175576448104371556;0.859148088693888583311376855622;1354;27;89;;[31]
608;0.037592214231723612411143386996;0.078121176465159796658795941328;26.6012529572177251941292419868;0.859210139073032410608180147097;1148;30;89;;[31]
609;0.037562969941192493351977966028;0.078058031368342704462785067609;26.6219631079643402120495335261;0.859284816878984849568875802737;1184;24;83;;[31]
610;0.037550138820315050032241771158;0.078030327261493806392200441851;26.6310600018072019390685730295;0.860107884509208115748087805477;1273;23;89;;[31]
611;0.037520375230788757649368662949;0.077966066533170722375277104244;26.6521854818608615719003783903;0.860152698607562963011430724584;1182;21;86;;[31]
612;0.037487376547555219897882556913;0.077894825759461580052371703685;26.6756463667558536967977337872;0.860045681055934188195148466663;1166;16;83;;[31]
613;0.037457365228523729576450055428;0.077830038640141347978860625609;26.6970192350448996034108069907;0.860072230646030372397985392368;1190;25;88;;[31]
614;0.037429924561808916968294409466;0.077770804467964954030514866814;26.7165913826162385541553249779;0.860213541159461757181125291135;1340;25;88;;[31]
615;0.037403858842869040251398005662;0.077714541423168576802502522534;26.7352094392433978073812768130;0.860414923647422586729632319278;1447;29;90;;[31]
616;0.037362812603181630761396951459;0.077625948991683674727304093306;26.7645803494687920749373595580;0.859923535622208354411614190429;1409;24;85;;[31]
617;0.037329466579876159577198774173;0.077553981936590597214339530953;26.7884888700522518365938354959;0.859782759360202210274332558597;1448;23;86;;[31]
618;0.037294621061379763797092202107;0.077478784012813911010854386844;26.8135181841422275691798411862;0.859569253749161034790543979970;1495;25;85;;[31]
619;0.037263026154358880411791574346;0.077410605734839862145786500144;26.8362530691304034675424761778;0.859502000153688628703669407564;1506;26;85;;[31]
620;0.037227474700633379701604896571;0.077333895021688090461509739492;26.8618811252052567978340816951;0.859248621003504973053316122556;1405;24;87;;[31]
621;0.037196658891417016564569771060;0.077267407170790143255449082519;26.8841350218889171674701748916;0.859210279697032641923223468914;1292;26;66;;[31]
622;0.037171728434038463366124966668;0.077213620604599994515330850147;26.9021657622003828111990866723;0.859440659549368034196949861413;1447;27;93;;[31]
623;0.037139157387836687555233623452;0.077143353939041010487001283426;26.9257589653206946237198434549;0.859314498151108247034290111683;1377;24;92;;[31]
624;0.037105968152697678211940650276;0.077071758522607641425276625375;26.9498425666949751018043784562;0.859156192470584951984942100989;1441;29;59;;[31]
625;0.037076074142905889975748114026;0.077007275751102868771499847772;26.9715719130780543731973748597;0.859147046156409202484677469836;1419;31;91;;[31]
626;0.037048326320458437183867799057;0.076947425988456536236643702659;26.9917726201788099498796808967;0.859234130450130550384746949172;1152;25;59;;[31]
627;0.037036254677569486338954626420;0.076921389527844757583189085890;27.0005703520997943169126960616;0.860045968659700860624569591419;1429;19;80;;[31]
628;0.037017509496676084433005772476;0.076880960685646675362871566944;27.0142430864991893397307251021;0.860545893863324573452459584438;1222;18;82;;[31]
629;0.036996175309198312536023263766;0.076834949894569590025498957232;27.0298211002198180666362536045;0.860922985143120024536224554564;1385;17;80;;[31]
630;0.036990451469694770292342772623;0.076822605811432838424061866954;27.0340036487327463546231520055;0.862024904957061714659804528638;1228;27;87;;[31]
631;0.036987324315123774759685820705;0.076815861824080552246847423789;27.0362892833291336659684410261;0.863247222955044386970265092099;1602;24;84;C6;[31]
632;0.036925710254090389355534060788;0.076682994546210127416300301996;27.0814019044962451850715239043;0.861737105150030832150872764977;1152;16;76;;[31]
633;0.036908218871535035234103119181;0.076645278455785967788163835155;27.0942362046963062453704040852;0.862283120630362397833286106273;1314;14;73;;[31]
634;0.036885018813230849910283355448;0.076595255049984596941884772676;27.1112780249225398138142336535;0.862559924548417628330214003453;1395;15;73;;[31]
635;0.036844123629908181029512152617;0.076507083710613957033509085916;27.1413702235069851401307961467;0.862005798245533582666208719112;1281;18;75;;[31]
636;0.036825856691230694932226936926;0.076467702018502494882767332526;27.1548333114034253376167307360;0.862507406583386507579158909933;1407;20;77;;[31]
637;0.036819998580995698093659498860;0.076455072835296952731026420975;27.1591536811231914624995153183;0.863588732236382565898217484866;1590;24;78;C6;[15]
638;0.036755246354467444119370861150;0.076315487243220681945775340489;27.2070003382919577774228838297;0.861904909860503913458872456088;1487;18;79;;[31]
639;0.036746866448480779974522452136;0.076297424152662542225456147865;27.2132047341234682498893938093;0.862862271827006286657725626434;1498;25;84;;[31]
640;0.036708079660517861816603741688;0.076213822384353117226435055675;27.2419589705633876691783186357;0.862389191912272090389627585239;1523;24;84;;[31]
641;0.036673703378407968665469381818;0.076139732730277391076073556145;27.2674943591532834564227449793;0.862119692991456766956327125791;1397;11;73;;[31]
642;0.036650953238088392878696742308;0.076090703284095426125763880984;27.2844199577537943319225626404;0.862393703633267996852026493327;1453;14;74;;[31]
643;0.036621374413217465988358060828;0.076026960616677206610079153926;27.3064573906073232515571316601;0.862343416096096873556832595476;1511;29;89;;[31]
644;0.036579580115272055863353398711;0.075936900153411232785870063166;27.3376566064654684522441324090;0.861714298827786773870034654499;1221;15;73;;[31]
645;0.036550573848958747117247111771;0.075874400579545656098851395028;27.3593515694826226016140520262;0.861684169403880641913214879936;1281;18;78;;[31]
646;0.036531513790685063185252297669;0.075833334070770091426767952933;27.3736261171576086636697384831;0.862120268896002368606095978179;1371;23;81;;[31]
647;0.036514593267917632162399894028;0.075796878733776799797917262849;27.3863108008002295571538978984;0.862655142424381814379830073985;1362;20;80;;[31]
648;0.036490669285878352937208719098;0.075745336599558741527303138326;27.4042657909536718065835119609;0.862856676315512068239460429068;1157;22;81;;[31]
649;0.036487752903610014402441650081;0.075739053683164592417672057264;27.4064561509640759098413576516;0.864050116658730772997746146504;1626;30;66;C6;[15]
650;0.036435410270311393728537369424;0.075626295649848897868602474446;27.4458279070025562062991280264;0.862900429017843443116256308522;1298;21;85;;[31]
651;0.036409672917556451039654701521;0.075570855983574617716199184707;27.4652288765222072054491696760;0.863007447558201841920234841441;1380;13;76;;[31]
652;0.036365937017544004168061139206;0.075476653253603563259879081993;27.4982602405534169991357832398;0.862257856606913200196377673496;1431;17;77;;[31]
653;0.036329490743555158599804075947;0.075398158176670786222145277488;27.5258468955389835088129907716;0.861850229188997147659695853761;1292;24;85;;[31]
654;0.036301481178407796498456416604;0.075337837444841451051774311741;27.5470853402753789710821483594;0.861839588378077257987871005613;1520;29;90;;[31]
655;0.036272265597467611367438168825;0.075274923202152681946352670373;27.5692732044236055128266878337;0.861768599780467231065858860951;1548;15;78;;[31]
656;0.036261494029151689434535905181;0.075251728149271534738793032648;27.5774627266066415024563917053;0.862571742692389577272099273437;1500;18;82;;[31]
657;0.036226686432143317192025376619;0.075176778443954484505088913432;27.6039599115175259531365643767;0.862228936073313714906206412049;1469;19;88;;[31]
658;0.036190860913711116218969591836;0.075099642545454186765433400500;27.6312852127025316816693816115;0.861834196198533620525333088182;1505;13;78;;[31]
659;0.036168071542038267976103033889;0.075050577749387695503590264643;27.6486955860418691597718940163;0.862057273987128955853331981313;1237;16;87;;[31]
660;0.036142720010775922650430002537;0.074995999430911593456885236053;27.6680891671089174043910926845;0.862155498453045924803556824827;1331;21;86;;[31]
661;0.036113396805164919071449882911;0.074932874231192406694189239216;27.6905549869786971811170657526;0.862061280441622513066014875684;1550;13;80;;[31]
662;0.036070555097087296971973331814;0.074840654132565346374797979746;27.7234436040256602020735773875;0.861318233597950871483034741879;1357;10;82;;[31]
663;0.036038514976416072382342953164;0.074771690645989590159446093803;27.7480911922816179913882884273;0.861087534410657354439155575703;1505;10;81;;[31]
664;0.036005249408161541173207169218;0.074700094343991700821659315255;27.7737278990580628006533117097;0.860794982002760895254861480416;1519;21;89;;[31]
665;0.035978829711182572791740635065;0.074643235688285640338677297498;27.7941224889032508493538911826;0.860826664611872113102071740805;1527;31;70;;[31]
666;0.035942401667848757719912067674;0.074564842868372591002259414861;27.8222921562451196994670207972;0.860376254276882789002099877693;1584;29;64;;[31]
667;0.035897000774911243781945693443;0.074467148849788786571534890071;27.8574805251950056436417648395;0.859492641310863617191152718104;1246;16;81;;[31]
668;0.035879569149822608762198533017;0.074429641778638399817199386329;27.8710147221749476832931680670;0.859945446227770723129129777397;1222;24;93;;[31]
669;0.035859438322070551537009274315;0.074386328606822735205316626499;27.8866609961519115955958196582;0.860266642922061593232094056554;1552;25;93;;[31]
670;0.035833473421687456363677453160;0.074330465607129646494721359308;27.9068676438932940764302788916;0.860305337700063499081937298507;1562;28;95;;[31]
671;0.035816425270645526047146964543;0.074293788463880784896316453769;27.9201509487207631461744064174;0.860769750161550482759854751837;1571;19;84;;[31]
672;0.035788709674949536036452406032;0.074234164304142531378052064725;27.9417729524893817679033037461;0.860718929412939425031230697251;1567;16;85;;[31]
673;0.035765785734075029943774526398;0.074184850952014087750996519495;27.9596821228863146278995769855;0.860895831835289796908330694319;1313;25;92;;[31]
674;0.035732939304460234271422518005;0.074114196701244878708290069613;27.9853832196552225600092497078;0.860592149200625120366542062484;1286;12;83;;[31]
675;0.035717066012263276409569226859;0.074080054210971877472181286793;27.9978204160625900619144910518;0.861103443053951441512228459945;1231;16;83;;[31]
676;0.035704490745213197684323236676;0.074053006371057014508508322733;28.0076813624366630688451632476;0.861772005737510061934569763177;1204;18;82;;[31]
677;0.035678640834629955654484989547;0.073997408634628154660222895484;28.0279735047920469112705432657;0.861797583793016841853749946291;1558;26;94;;[31]
678;0.035644787352665949834810226672;0.073924601402452925236975162599;28.0545929508878908364959646138;0.861433486752573078728734722955;1533;23;88;;[31]
679;0.035616520534004688067970613757;0.073863813083414699929390102197;28.0768582951626392517590608633;0.861336307230491583945616342133;1306;26;88;;[31]
680;0.035593271061966307673496151093;0.073813817332361836996644056683;28.0951980574936288665781345916;0.861479042525613553984373946648;1505;20;87;;[31]
681;0.035570260581907086441948031161;0.073764337883999889743439317917;28.1133729031114499555079445394;0.861630781185910453710854190767;1253;23;91;;[31]
682;0.035540927429665105312378788634;0.073701266213291222710024746825;28.1365758386295095557164067179;0.861473430386412042077083067587;1298;33;63;;[31]
683;0.035525419512389960922785625105;0.073667922890055539967071037827;28.1488583027495775414531850736;0.861983859735876102955041860550;1624;21;80;;[31]
684;0.035519765518556548498996481264;0.073655766595681224199371071833;28.1533390043797220270651386750;0.862971159865375306841197692419;1683;15;75;D3;[15]
685;0.035487429713600331038658698161;0.073586246165900757037615019262;28.1789920563549965890552576282;0.862660002359240716311349858584;1318;20;87;;[31]
686;0.035476413521362731020164308339;0.073562562945470239452445576118;28.1877422416962426155315801399;0.863383078608367688421445919045;1375;17;81;;[31]
687;0.035454752070330912532974075294;0.073515995535579344969968162767;28.2049638371837759680657477096;0.863586098281251646298057643612;1380;12;78;;[31]
688;0.035429606129954430022576597282;0.073461939854496057202536358634;28.2249821330792821827675330123;0.863616809480308712647586757569;1294;44;101;;[31]
689;0.035413401962253011546837552754;0.073427107600902382546802424794;28.2378970838750700982250113137;0.864081127554132654128417925855;1274;13;77;;[31]
690;0.035403411465872675729913617522;0.073405632751976308308962743264;28.2458655421937462904586269795;0.864847064961100541055253872274;1460;21;85;;[31]
691;0.035338797985989032738811796599;0.073266755026964925424260290094;28.2975103000525227368280004975;0.862941974378328878929707230604;1429;7;74;;[31]
692;0.035310656145614674478593602903;0.073206273855025869026679717678;28.3200628126586850247523470225;0.862814966704214082499702066124;1308;18;84;;[31]
693;0.035283725822263126784162849429;0.073148399724751700125778254271;28.3416781163463646126579737697;0.862744326375141969275093580100;1504;10;80;;[31]
694;0.035262671289052455467834170683;0.073103155106829661632947341122;28.3586002830834043894157860678;0.862958454589196466783907247690;1380;11;78;;[31]
695;0.035233252243637970299344017552;0.073039939084914691844379753701;28.3822791346367664037278217346;0.862760534246354947266996552343;1348;13;79;;[31]
696;0.035205844904429506537384405812;0.072981049311896150716845309084;28.4043744075627237076019330668;0.862658254742582555006714375835;1557;21;87;;[31]
697;0.035181013536701473097977761677;0.072927697382206833384622713044;28.4244227062071936819724774262;0.862679488288291887807458078935;1502;19;88;;[31]
698;0.035143728176249114907559841661;0.072847592335843315622307326939;28.4545792917844568099323023356;0.862086977828007986237129246781;1600;36;99;;[31]
699;0.035116752595030571862212616050;0.072789641004704442165939310412;28.4764372016993282087837494235;0.861997232661589895744796689565;1596;28;67;;[31]
700;0.035092836306169047852467290056;0.072738264626055052201824732378;28.4958443163571755189230610352;0.862055012008103524005541631458;1577;24;66;;[31]
701;0.035064046004389991922120381017;0.072676421391899998315411325096;28.5192416150378299094458328529;0.861870612860782407946503847821;1676;23;64;;[31]
702;0.035034683909743133736801282559;0.072613353714500152789398889653;28.5431432056362962783521701349;0.861655211812241330859259174942;1693;27;93;;[31]
703;0.035006346867624771200974796119;0.072552491415863633406545661190;28.5662483943687031135908993347;0.861487357674573229197254657696;1695;26;90;;[31]
704;0.034982611241025548593986230840;0.072501514788274778501127502110;28.5856305325560953407870082519;0.861543294825471859492918104810;1660;23;90;;[31]
705;0.034954993462753381474964490443;0.072442203681625428755883164708;28.6082159067075582365360552976;0.861405355426697802328223855436;1499;24;89;;[31]
706;0.034930967191349168415507713730;0.072390608347859214273919199377;28.6278932536301223046574302550;0.861441763059717080057993640840;1622;23;90;;[31]
707;0.034901525674417987479307820335;0.072327387521376889638561126637;28.6520425877249518700148193893;0.861208361542254974720283545799;1597;28;96;;[31]
708;0.034876556172812095203546854097;0.072273772636813050502093227184;28.6725557146478445896801070205;0.861192912696524762778594225879;1576;18;85;;[31]
709;0.034856369909042304030670768531;0.072230430419475176489030056896;28.6891607648616296667006054882;0.861411264974316766898563689690;1593;13;80;;[31]
710;0.034829803606126983274458039555;0.072173392291349633427559986266;28.7110433153314685304376448176;0.861311805661377107862652294153;1686;23;88;;[31]
711;0.034804990514800599100123640497;0.072120121162591464062710883855;28.7315119242671941102382809235;0.861296416326840727053137108369;1328;18;86;;[31]
712;0.034783515490282605441923594247;0.072074018727417247303018566691;28.7492504971030835088915870676;0.861443780302263732683048537978;1659;23;88;;[31]
713;0.034771710057927003388669777291;0.072048675780138572879380495368;28.7590112287856035580460140423;0.862068207911362395630274202237;1248;40;92;;[31]
714;0.034750867476345500011286797141;0.072003934125253184792290384804;28.7762600654699639769817962978;0.862242672315988607001551970477;434;354;371;;[31]
715;0.034738660266233725594316942201;0.071977730457567429902637145269;28.7863720804457314898935253457;0.862843779721356160434095688264;559;285;305;;[31]
716;0.034715456302353294175328007876;0.071927923282333455551796142241;28.8056130183203704186147781116;0.862896640896910353385815405007;769;177;218;;[31]
717;0.034701916740782880284598920124;0.071898861797416772351816407269;28.8168520335583012144222817077;0.863427909272190845404014706851;1362;30;91;;[31]
718;0.034689683507161941942517837291;0.071872604932259243402396638989;28.8270142272570056088361148917;0.864022633831831412433002709190;1595;24;87;;[31]
719;0.034662984331092444339349087813;0.071815301326808742550029990680;28.8492182452682612060976650479;0.863894665088305863561332242133;1341;27;89;;[31]
720;0.034650143982442884766725735732;0.071787743617403495884940567298;28.8599089373682472094539098542;0.864455384162896457899074190959;1411;27;91;;[31]
721;0.034640243873544825358796203507;0.071766496694538409828529435205;28.8681570386896766632821548665;0.865161423341053720647345918101;1836;36;90;C6;[15]
722;0.034599297295017931545478299065;0.071678624633425756544466316296;28.9023210926307842147433731217;0.864314411529123381744608056623;847;143;186;;[31]
723;0.034591698494079676281005792801;0.071662318296042835963996950012;28.9086701010402448230105620811;0.865131392201942125978503512691;944;94;154;;[31]
724;0.034571961582256391714480182755;0.071619965873203695436699616230;28.9251738759664986682647632105;0.865339662014988595132498076790;841;134;192;;[31]
725;0.034535381762403794994540707360;0.071541475699951136751323951771;28.9558113728057473067060329657;0.864702130269355173587587861603;337;449;477;;[31]
726;0.034522884058702291193737571690;0.071514660448567956332326209937;28.9662937285196738124515814152;0.865268234228416167933251860329;1056;72;130;;[31]
727;0.034527424201567876981878036337;0.071524401763590616767183997760;28.9624848399374774872859020126;0.866687976990376012084116090128;1792;33;73;;[31]
728;0.034468345077748464796924856848;0.071397648957504129877963889483;29.0121268585524392382029813781;0.864912639426287686216779588139;945;112;167;;[31]
729;0.034448834376935041557190672725;0.071355792636230508966176498340;29.0285583848242625242680449778;0.865120476458606588290239069616;1170;34;97;;[31]
730;0.034437527971226437194841035939;0.071331537769624927912151913297;29.0380889370319866098252339585;0.865738632921372373451246339866;962;101;158;;[31]
731;0.034411145683649667845468013117;0.071274943843491676770900070436;29.0603518172063188450851414531;0.865596798448055012522421827797;1765;22;86;;[31]
732;0.034381824253618137222915635306;0.071212048648612991282301778214;29.0851350010831955904449864445;0.865304402152892965233601155675;1147;48;113;;[31]
733;0.034352705009633077847188903975;0.071149590927970802468392557451;29.1097891627335645003830605760;0.865019414304011389785891325772;1753;28;95;;[31]
734;0.034334758850884821698629434750;0.071111100178002470956712634645;29.1250043241305469137242295584;0.865294738365735583718382133442;1734;20;89;;[31]
735;0.034319395396667739654183669804;0.071078149924663640083964253394;29.1380424521434181039794872466;0.865698361788721846843958693367;1666;30;98;;[31]
736;0.034284647478912531576840052049;0.071003629360161566201897928812;29.1675742215249639179338733834;0.865121670826431307797707727648;1749;26;93;;[31]
737;0.034260000115002364758747398487;0.070950773746727106964432731935;29.1885579872518040737950446537;0.865051987007532028266752829947;1469;27;92;;[31]
738;0.034241874732731709338854651957;0.070911906070177680104745915068;29.2040084780785347294693065827;0.865309417086522619899939330351;1630;25;91;;[31]
739;0.034216276050929859068901662050;0.070857015297421243289604243948;29.2258572648739216486369053509;0.865186871080349375210880850651;1145;39;101;;[31]
740;0.034187845570808875764632613284;0.070796055763067890285510279894;29.2501613747151442205487871809;0.864918500732372287621815834296;1447;21;88;;[31]
741;0.034167782405978260784963318197;0.070753039262022958727571605744;29.2673369350722693469491581552;0.865071079715827692187743380031;1523;23;88;;[31]
742;0.034150304538938506806033830862;0.070715567234581762321551580013;29.2823157363001067649527618558;0.865352528675865033099870423393;1501;24;90;;[31]
743;0.034130898309213662094557824017;0.070673962443702520397081870114;29.2989651470746445432591367263;0.865534237009655825318072695351;1344;28;96;;[31]
744;0.034111221988587926072883733196;0.070631780314948225899368966230;29.3158656214237890893822138089;0.865700146372714972730982263318;1372;23;89;;[31]
745;0.034110470543097903031383215420;0.070630169398932094184805816719;29.3165114429166209423802301283;0.866825529500304565079932826254;1902;18;60;C6;[15]
746;0.034045509846624776640639017871;0.070490918969110017636114689838;29.3724489515652994640925075622;0.864686168574601968203903516100;1534;20;89;;[31]
747;0.034017224373203775227746505019;0.070430291784718531295988352107;29.3968722735569571350288900970;0.864407150880496066877398601063;1407;23;93;;[31]
748;0.033987891374271054144076095991;0.070367423080489147265843492203;29.4222430273212917765702914449;0.864072216531798046664077976435;1587;13;84;;[31]
749;0.033964596911450406562331208760;0.070317499343938875443266842822;29.4424221375897529449206163810;0.864041788674622565947782702308;1493;31;68;;[31]
750;0.033920510658004906751311416068;0.070223022085084226973407706928;29.4806882503111679892052861385;0.862950782474868353988232584375;1677;28;97;;[31]
751;0.033902376037348634648488047099;0.070184161924114774470028282346;29.4964576789056784316816632321;0.863177696834320974366969048682;1476;19;91;;[31]
752;0.033870172859137131642450618658;0.070115158248186080460093546797;29.5245024038969654935712464434;0.862685834349887843219624660048;1645;28;98;;[31]
753;0.033847678650439836940404925007;0.070066961290658696732517459630;29.5441235520890116666805475023;0.862686008567650878224986677157;1712;39;106;;[31]
754;0.033822875295094749598646410021;0.070013819268232219493601333279;29.5657891671033538410694891220;0.862566117493558181536634160050;1675;45;115;;[31]
755;0.033799294406499480739657062663;0.069963298951925011503877990023;29.5864164492056276811777207235;0.862506188294806449911759865802;1437;21;88;;[31]
756;0.033780696606818757802574346563;0.069923456275790139340546943682;29.6027051081636464408019836395;0.862698410210903870833832376910;1530;23;92;;[31]
757;0.033769090449406084251097720712;0.069898592801409159418982672344;29.6128793133540721525279783724;0.863246062623588094401205137053;1346;17;83;;[31]
758;0.033746557114310740279538187315;0.069850322113269947322307713169;29.6326524988214221798512997315;0.863233228738633123339081729992;1327;33;94;;[31]
759;0.033731689037970042672202089127;0.069818473099643123603693986110;29.6457138234124885082729317900;0.863610575623920032270681442715;1399;12;81;;[31]
760;0.033714183396969484425832626570;0.069780975396061191155174924670;29.6611069657374067261766030699;0.863851083214614561653646460955;1562;16;83;;[31]
761;0.033687966604768644283880712813;0.069724820638738597990375553148;29.6841899581569478650102204420;0.863642990506609645667265069500;1492;15;88;;[31]
762;0.033671170868670009926631024514;0.069688846805777936998746729232;29.6989969223336180080903573808;0.863915783722384996083052511817;1501;26;94;;[31]
763;0.033646502378975206384399031219;0.069636013036236492394828055517;29.7207712331155431261926530389;0.863782474344187161957026605429;1315;31;94;;[31]
764;0.033630457812107230963729083194;0.069601651012234422211615266562;29.7349505494983801856589681803;0.864089877186070150032822605636;1608;27;98;;[31]
765;0.033607699732942228531885623259;0.069552912877420288998175450535;29.7550861244990579614353409137;0.864050273224797931321198040686;931;124;175;;[31]
766;0.033591433162808479481445696139;0.069518078203186180541820845469;29.7694949528730671237563470491;0.864342436559474833973994577679;1775;36;103;;[31]
767;0.033564551997939189332254841501;0.069460515065601395132264869437;29.7933367339864517235064832454;0.864086208680752901421857399428;1402;41;106;;[31]
768;0.033547454257059594049745985778;0.069423903749502118456509942659;29.8085211574456187358887175495;0.864331535715460515352081330302;1480;44;114;;[31]
769;0.033524164762079957440053537318;0.069374036141994632745937664866;29.8292293662488393177974365984;0.864255740083219234133678196969;1347;33;101;;[31]
770;0.033502991135772569088426693449;0.069328701130991367652511584961;29.8480812040766549041108647305;0.864286819583614610927640778755;1838;18;91;;[31]
771;0.033488592133658095023621637857;0.069297872453646622315489097986;29.8609149052563033435676629936;0.864665554185864774681680483015;1585;20;91;;[31]
772;0.033467777923713529073324833766;0.069253310255541555558469815326;29.8794859425504894785777903120;0.864711146864577140798016461976;1556;29;102;;[31]
773;0.033442824968226706274157862429;0.069199889736739788958593580139;29.9017801561344785862563512870;0.864540624854260992879612156606;1663;30;98;;[31]
774;0.033425199285520290716212222161;0.069162157467405133334402337712;29.9175478793090515925868127640;0.864746815192201522403678270299;1805;30;103;;[31]
775;0.033405168437051735696957702943;0.069119277997869713225411599943;29.9354874346581121145148681662;0.864826590688543064291147440028;1827;21;96;;[31]
776;0.033381622762610223934450512403;0.069068876712266564629028379314;29.9566023830354543095011478305;0.864722204893808422267657454715;1879;26;93;;[31]
777;0.033362153386434430976074892354;0.069027202903988250139581539188;29.9740843589135799099765582932;0.864826857456643194045608799595;1475;19;89;;[31]
778;0.033345177566692912014378425693;0.068990867873094406364080125266;29.9893439763493033082941687521;0.865058874490430021017732111223;1552;24;95;;[31]
779;0.033331285725649857392500145367;0.068961134737190033477671020436;30.0018429601249077097740544698;0.865449219729304843638028406500;1627;31;103;;[31]
780;0.033312451251012107900744673784;0.068920824094863951884620354436;30.0188056551262564211790875876;0.865581138513825359111941985912;1371;28;99;;[31]
781;0.033302390747378006473766721163;0.068899292661176465455517299424;30.0278742023568650777760447048;0.866167448232508688402798072961;1412;44;113;;[31]
782;0.033280339607617683500428253474;0.068852100502661775089751201888;30.0477702989276466388342003724;0.866128345439522483961744706617;1450;13;85;;[31]
783;0.033278828271412106692615061305;0.068848866135633397699600838331;30.0491348987500699495686367703;0.867157161905501823130024775024;1968;36;75;C3;[15]
784;0.033231498696604119126017936618;0.068747582594595213102409323558;30.0919320289996014064345527781;0.865796684407962594357668282153;1461;27;96;;[31]
785;0.033217917356517990157948553695;0.068718520859819626238839868199;30.1042352916740245503772138294;0.866192576301000424312962242066;1435;30;99;;[31]
786;0.033197669087828581476474632658;0.068675194559174897018015676622;30.1225967809479350595827012110;0.866238993031865917671276558228;1847;36;105;;[31]
787;0.033171072591752279123018520708;0.068618287375147287886899777569;30.1467490155456104011733521489;0.865951884770304520829581382795;1474;34;100;;[31]
788;0.033149076805336920630751178094;0.068571226463343361944560932202;30.1667526330326772632775245646;0.865902698920347464320542169855;1118;67;120;;[31]
789;0.033130411620167704615978094333;0.068531293192670996321531388516;30.1837481364482378897167902980;0.866025473382055440279233038675;1100;81;139;;[31]
790;0.033091109712568195795115418278;0.068447213682627828014525606176;30.2195970061467653947327049043;0.865067018187287893568632029010;1594;19;91;;[31]
791;0.033072919653109129797258748139;0.068408301567568098656056100997;30.2362177421487998100428227126;0.865210049375380588851610469607;1909;32;100;;[31]
792;0.033040139837568220699590962936;0.068338182790789421987296771096;30.2662157277843033762577533883;0.864587465664961554897360917238;1894;23;93;;[31]
793;0.033023610282211970720502191216;0.068302826487521393060929141543;30.2813651037617110291807349230;0.864813157004633043788151379278;1658;20;89;;[31]
794;0.033000363636728463133382553834;0.068253104542701726605013885137;30.3026963886855032362758525294;0.864685056124110328249951607464;1886;15;88;;[31]
795;0.032973150881890633142226747830;0.068194902575788575150822494624;30.3277052163436264053603153412;0.864346799868540405304061700513;1521;25;99;;[31]
796;0.032951020697261299091189214581;0.068147573499368422694019443516;30.3480735600737945164663948976;0.864272732933108637428936243866;1719;27;98;;[31]
797;0.032921193760608105227412353190;0.068083787067211876904178021075;30.3755692236334159460164947847;0.863792583902931123996363566998;1700;26;95;;[31]
798;0.032904772318140083663126186394;0.068048670650589930426371179148;30.3907284430200917530818747157;0.864013784964293072293826825835;1556;25;99;;[31]
799;0.032884854749062596845738413634;0.068006079546050253086967045829;30.4091353795170896846709326604;0.864049523821688918659207691396;1853;14;88;;[31]
800;0.032871798620942040341088800224;0.067978161683361374148492089758;30.4212133790244663457995052330;0.864444115660613620135409396005;1764;23;95;;[31]
801;0.032844839518820759582735007762;0.067920517536151672011631543421;30.4461831645418668113218637169;0.864105569896689014610086332169;1763;26;94;;[31]
802;0.032829790315561027108685708406;0.067888340618498752884095955419;30.4601397202957138619957644068;0.864391695995291092330751196255;1929;28;99;;[31]
