sphere_D;batt_MODEL;batt_D;batt_L;total_N;total_CAP;total_MASS
0.69;4;0.0145;0.0505;16035;43294.5;384840.0
0.692;4;0.0145;0.0505;16182;43691.4;388368.0
0.694;4;0.0145;0.0505;16348;44139.6;392352.0
0.696;4;0.0145;0.0505;16495;44536.5;395880.0
0.698;4;0.0145;0.0505;16634;44911.8;399216.0
0.7;4;0.0145;0.0505;16793;45341.1;403032.0
0.702;4;0.0145;0.0505;16930;45711.0;406320.0
0.704;4;0.0145;0.0505;17072;46094.4;409728.0
0.706;4;0.0145;0.0505;17226;46510.2;413424.0
0.708;4;0.0145;0.0505;17379;46923.3;417096.0
0.71;4;0.0145;0.0505;17533;47339.1;420792.0
0.712;4;0.0145;0.0505;17707;47808.9;424968.0
0.714;4;0.0145;0.0505;17875;48262.5;429000.0
0.716;4;0.0145;0.0505;18001;48602.7;432024.0
0.718;4;0.0145;0.0505;18189;49110.3;436536.0
0.72;4;0.0145;0.0505;18346;49534.2;440304.0
0.722;4;0.0145;0.0505;18497;49941.9;443928.0
0.724;4;0.0145;0.0505;18640;50328.0;447360.0
0.726;4;0.0145;0.0505;18833;50849.1;451992.0
0.728;4;0.0145;0.0505;19010;51327.0;456240.0
0.73;4;0.0145;0.0505;19136;51667.2;459264.0
0.732;4;0.0145;0.0505;19290;52083.0;462960.0
0.734;4;0.0145;0.0505;19441;52490.7;466584.0
0.736;4;0.0145;0.0505;19606;52936.2;470544.0
0.738;4;0.0145;0.0505;19761;53354.7;474264.0
0.74;4;0.0145;0.0505;19948;53859.6;478752.0
0.742;4;0.0145;0.0505;20109;54294.3;482616.0
0.744;4;0.0145;0.0505;20269;54726.3;486456.0
0.746;4;0.0145;0.0505;20401;55082.7;489624.0
0.748;4;0.0145;0.0505;20610;55647.0;494640.0
0.75;4;0.0145;0.0505;20761;56054.7;498264.0
0.752;4;0.0145;0.0505;20922;56489.4;502128.0
0.754;4;0.0145;0.0505;21070;56889.0;505680.0
0.756;4;0.0145;0.0505;21248;57369.6;509952.0
0.758;4;0.0145;0.0505;21421;57836.7;514104.0
0.76;4;0.0145;0.0505;21595;58306.5;518280.0
0.762;4;0.0145;0.0505;21785;58819.5;522840.0
0.764;4;0.0145;0.0505;22003;59408.1;528072.0
0.766;4;0.0145;0.0505;22166;59848.2;531984.0
0.768;4;0.0145;0.0505;22360;60372.0;536640.0
0.77;4;0.0145;0.0505;22578;60960.6;541872.0
0.772;4;0.0145;0.0505;22778;61500.6;546672.0
0.774;4;0.0145;0.0505;22946;61954.2;550704.0
0.776;4;0.0145;0.0505;23102;62375.4;554448.0
0.778;4;0.0145;0.0505;23296;62899.2;559104.0
0.78;4;0.0145;0.0505;23473;63377.1;563352.0
0.782;4;0.0145;0.0505;23706;64006.2;568944.0
0.784;4;0.0145;0.0505;23913;64565.1;573912.0
0.786;4;0.0145;0.0505;24128;65145.6;579072.0
0.788;4;0.0145;0.0505;24334;65701.8;584016.0
0.79;4;0.0145;0.0505;24536;66247.2;588864.0
0.792;4;0.0145;0.0505;24736;66787.2;593664.0
0.794;4;0.0145;0.0505;24897;67221.9;597528.0
0.796;4;0.0145;0.0505;25098;67764.6;602352.0
0.798;4;0.0145;0.0505;25250;68175.0;606000.0
0.8;4;0.0145;0.0505;25416;68623.2;609984.0
0.802;4;0.0145;0.0505;25603;69128.1;614472.0
0.804;4;0.0145;0.0505;25805;69673.5;619320.0
0.806;4;0.0145;0.0505;25962;70097.4;623088.0
0.808;4;0.0145;0.0505;26160;70632.0;627840.0
0.81;4;0.0145;0.0505;26335;71104.5;632040.0
0.812;4;0.0145;0.0505;26494;71533.8;635856.0
0.814;4;0.0145;0.0505;26651;71957.7;639624.0
0.816;4;0.0145;0.0505;26815;72400.5;643560.0
0.818;4;0.0145;0.0505;27011;72929.7;648264.0
0.82;4;0.0145;0.0505;27156;73321.2;651744.0
0.822;4;0.0145;0.0505;27342;73823.4;656208.0
0.824;4;0.0145;0.0505;27491;74225.7;659784.0
0.826;4;0.0145;0.0505;27661;74684.7;663864.0
0.828;4;0.0145;0.0505;27854;75205.8;668496.0
0.83;4;0.0145;0.0505;27981;75548.7;671544.0
0.832;4;0.0145;0.0505;28150;76005.0;675600.0
0.834;4;0.0145;0.0505;28316;76453.2;679584.0
0.836;4;0.0145;0.0505;28419;76731.3;682056.0
0.838;4;0.0145;0.0505;28576;77155.2;685824.0
0.84;4;0.0145;0.0505;28725;77557.5;689400.0
0.842;4;0.0145;0.0505;28854;77905.8;692496.0
0.844;4;0.0145;0.0505;29003;78308.1;696072.0
0.846;4;0.0145;0.0505;29162;78737.4;699888.0
0.848;4;0.0145;0.0505;29300;79110.0;703200.0
0.85;4;0.0145;0.0505;29457;79533.9;706968.0
0.852;4;0.0145;0.0505;29621;79976.7;710904.0
0.854;4;0.0145;0.0505;29796;80449.2;715104.0
0.856;4;0.0145;0.0505;29903;80738.1;717672.0
0.858;4;0.0145;0.0505;30041;81110.7;720984.0
0.86;4;0.0145;0.0505;30212;81572.4;725088.0
0.862;4;0.0145;0.0505;30386;82042.2;729264.0
0.864;4;0.0145;0.0505;30546;82474.2;733104.0
0.866;4;0.0145;0.0505;30737;82989.9;737688.0
0.868;4;0.0145;0.0505;30859;83319.3;740616.0
0.87;4;0.0145;0.0505;30978;83640.6;743472.0
0.872;4;0.0145;0.0505;31188;84207.6;748512.0
0.874;4;0.0145;0.0505;31357;84663.9;752568.0
0.876;4;0.0145;0.0505;31490;85023.0;755760.0
0.878;4;0.0145;0.0505;31633;85409.1;759192.0
0.88;4;0.0145;0.0505;31810;85887.0;763440.0
0.882;4;0.0145;0.0505;31952;86270.4;766848.0
0.884;4;0.0145;0.0505;32094;86653.8;770256.0
0.886;4;0.0145;0.0505;32270;87129.0;774480.0
0.888;4;0.0145;0.0505;32404;87490.8;777696.0
0.89;4;0.0145;0.0505;32562;87917.4;781488.0
0.892;4;0.0145;0.0505;32714;88327.8;785136.0
0.894;4;0.0145;0.0505;32905;88843.5;789720.0
0.896;4;0.0145;0.0505;33082;89321.4;793968.0
0.898;4;0.0145;0.0505;33226;89710.2;797424.0
0.9;4;0.0145;0.0505;33392;90158.4;801408.0
0.902;4;0.0145;0.0505;33521;90506.7;804504.0
0.904;4;0.0145;0.0505;33675;90922.5;808200.0
0.906;4;0.0145;0.0505;33852;91400.4;812448.0
0.908;4;0.0145;0.0505;34014;91837.8;816336.0
0.91;4;0.0145;0.0505;34169;92256.3;820056.0
0.912;4;0.0145;0.0505;34289;92580.3;822936.0
0.914;4;0.0145;0.0505;34416;92923.2;825984.0
0.916;4;0.0145;0.0505;34587;93384.9;830088.0
0.918;4;0.0145;0.0505;34703;93698.1;832872.0
0.92;4;0.0145;0.0505;34847;94086.9;836328.0
0.922;4;0.0145;0.0505;34974;94429.8;839376.0
0.924;4;0.0145;0.0505;35117;94815.9;842808.0
0.926;4;0.0145;0.0505;35227;95112.9;845448.0
0.928;4;0.0145;0.0505;35363;95480.1;848712.0
0.93;4;0.0145;0.0505;35478;95790.6;851472.0
0.932;4;0.0145;0.0505;35652;96260.4;855648.0
0.934;4;0.0145;0.0505;35794;96643.8;859056.0
0.936;4;0.0145;0.0505;35918;96978.6;862032.0
0.938;4;0.0145;0.0505;36031;97283.7;864744.0
0.94;4;0.0145;0.0505;36217;97785.9;869208.0
0.942;4;0.0145;0.0505;36301;98012.7;871224.0
0.944;4;0.0145;0.0505;36464;98452.8;875136.0
0.946;4;0.0145;0.0505;36571;98741.7;877704.0
0.948;4;0.0145;0.0505;36728;99165.6;881472.0
0.95;4;0.0145;0.0505;36888;99597.6;885312.0
0.952;4;0.0145;0.0505;37026;99970.2;888624.0
0.954;4;0.0145;0.0505;37148;100299.6;891552.0
0.956;4;0.0145;0.0505;37307;100728.9;895368.0
0.958;4;0.0145;0.0505;37449;101112.3;898776.0
0.96;4;0.0145;0.0505;37583;101474.1;901992.0
0.962;4;0.0145;0.0505;37736;101887.2;905664.0
0.964;4;0.0145;0.0505;37907;102348.9;909768.0
0.966;4;0.0145;0.0505;38076;102805.2;913824.0
0.968;4;0.0145;0.0505;38215;103180.5;917160.0
0.97;4;0.0145;0.0505;38362;103577.4;920688.0
0.972;4;0.0145;0.0505;38496;103939.2;923904.0
0.974;4;0.0145;0.0505;38650;104355.0;927600.0
0.976;4;0.0145;0.0505;38804;104770.8;931296.0
0.978;4;0.0145;0.0505;38936;105127.2;934464.0
0.98;4;0.0145;0.0505;39074;105499.8;937776.0
0.982;4;0.0145;0.0505;39236;105937.2;941664.0
0.984;4;0.0145;0.0505;39366;106288.2;944784.0
0.986;4;0.0145;0.0505;39493;106631.1;947832.0
0.988;4;0.0145;0.0505;39658;107076.6;951792.0
0.99;4;0.0145;0.0505;39756;107341.2;954144.0
0.992;4;0.0145;0.0505;39931;107813.7;958344.0
0.994;4;0.0145;0.0505;40097;108261.9;962328.0
0.996;4;0.0145;0.0505;40243;108656.1;965832.0
0.998;4;0.0145;0.0505;40374;109009.8;968976.0
1.0;4;0.0145;0.0505;40548;109479.6;973152.0
0.058;5;0.026199999999999998;0.05;1;8.0;65.0
0.06;5;0.026199999999999998;0.05;1;8.0;65.0
0.062;5;0.026199999999999998;0.05;1;8.0;65.0
0.064;5;0.026199999999999998;0.05;1;8.0;65.0
0.066;5;0.026199999999999998;0.05;1;8.0;65.0
0.068;5;0.026199999999999998;0.05;1;8.0;65.0
0.07;5;0.026199999999999998;0.05;1;8.0;65.0
0.072;5;0.026199999999999998;0.05;1;8.0;65.0
0.074;5;0.026199999999999998;0.05;2;16.0;130.0
0.076;5;0.026199999999999998;0.05;2;16.0;130.0
0.078;5;0.026199999999999998;0.05;3;24.0;195.0
0.08;5;0.026199999999999998;0.05;3;24.0;195.0
0.082;5;0.026199999999999998;0.05;4;32.0;260.0
0.084;5;0.026199999999999998;0.05;4;32.0;260.0
0.086;5;0.026199999999999998;0.05;4;32.0;260.0
0.088;5;0.026199999999999998;0.05;5;40.0;325.0
0.09;5;0.026199999999999998;0.05;5;40.0;325.0
0.092;5;0.026199999999999998;0.05;5;40.0;325.0
0.094;5;0.026199999999999998;0.05;5;40.0;325.0
0.096;5;0.026199999999999998;0.05;7;56.0;455.0
0.098;5;0.026199999999999998;0.05;7;56.0;455.0
0.1;5;0.026199999999999998;0.05;7;56.0;455.0
0.102;5;0.026199999999999998;0.05;8;64.0;520.0
0.104;5;0.026199999999999998;0.05;8;64.0;520.0
0.106;5;0.026199999999999998;0.05;8;64.0;520.0
0.108;5;0.026199999999999998;0.05;8;64.0;520.0
0.11;5;0.026199999999999998;0.05;9;72.0;585.0
0.112;5;0.026199999999999998;0.05;10;80.0;650.0
0.114;5;0.026199999999999998;0.05;10;80.0;650.0
0.116;5;0.026199999999999998;0.05;11;88.0;715.0
0.118;5;0.026199999999999998;0.05;12;96.0;780.0
0.12;5;0.026199999999999998;0.05;12;96.0;780.0
0.122;5;0.026199999999999998;0.05;12;96.0;780.0
0.124;5;0.026199999999999998;0.05;13;104.0;845.0
0.126;5;0.026199999999999998;0.05;14;112.0;910.0
0.128;5;0.026199999999999998;0.05;14;112.0;910.0
0.13;5;0.026199999999999998;0.05;15;120.0;975.0
0.132;5;0.026199999999999998;0.05;16;128.0;1040.0
0.134;5;0.026199999999999998;0.05;16;128.0;1040.0
0.136;5;0.026199999999999998;0.05;17;136.0;1105.0
0.138;5;0.026199999999999998;0.05;19;152.0;1235.0
0.14;5;0.026199999999999998;0.05;19;152.0;1235.0
0.142;5;0.026199999999999998;0.05;19;152.0;1235.0
0.144;5;0.026199999999999998;0.05;19;152.0;1235.0
0.146;5;0.026199999999999998;0.05;20;160.0;1300.0
0.148;5;0.026199999999999998;0.05;21;168.0;1365.0
0.15;5;0.026199999999999998;0.05;21;168.0;1365.0
0.152;5;0.026199999999999998;0.05;21;168.0;1365.0
0.154;5;0.026199999999999998;0.05;24;192.0;1560.0
0.156;5;0.026199999999999998;0.05;25;200.0;1625.0
0.158;5;0.026199999999999998;0.05;25;200.0;1625.0
0.16;5;0.026199999999999998;0.05;28;224.0;1820.0
0.162;5;0.026199999999999998;0.05;32;256.0;2080.0
0.164;5;0.026199999999999998;0.05;35;280.0;2275.0
0.166;5;0.026199999999999998;0.05;36;288.0;2340.0
0.168;5;0.026199999999999998;0.05;38;304.0;2470.0
0.17;5;0.026199999999999998;0.05;43;344.0;2795.0
0.172;5;0.026199999999999998;0.05;44;352.0;2860.0
0.174;5;0.026199999999999998;0.05;47;376.0;3055.0
0.176;5;0.026199999999999998;0.05;47;376.0;3055.0
0.178;5;0.026199999999999998;0.05;49;392.0;3185.0
0.18;5;0.026199999999999998;0.05;51;408.0;3315.0
0.182;5;0.026199999999999998;0.05;54;432.0;3510.0
0.184;5;0.026199999999999998;0.05;59;472.0;3835.0
0.186;5;0.026199999999999998;0.05;61;488.0;3965.0
0.188;5;0.026199999999999998;0.05;63;504.0;4095.0
0.19;5;0.026199999999999998;0.05;65;520.0;4225.0
0.192;5;0.026199999999999998;0.05;66;528.0;4290.0
0.194;5;0.026199999999999998;0.05;71;568.0;4615.0
0.196;5;0.026199999999999998;0.05;74;592.0;4810.0
0.198;5;0.026199999999999998;0.05;78;624.0;5070.0
0.2;5;0.026199999999999998;0.05;79;632.0;5135.0
0.202;5;0.026199999999999998;0.05;80;640.0;5200.0
0.204;5;0.026199999999999998;0.05;85;680.0;5525.0
0.206;5;0.026199999999999998;0.05;86;688.0;5590.0
0.208;5;0.026199999999999998;0.05;89;712.0;5785.0
0.21;5;0.026199999999999998;0.05;92;736.0;5980.0
0.212;5;0.026199999999999998;0.05;94;752.0;6110.0
0.214;5;0.026199999999999998;0.05;99;792.0;6435.0
0.216;5;0.026199999999999998;0.05;102;816.0;6630.0
0.218;5;0.026199999999999998;0.05;108;864.0;7020.0
0.22;5;0.026199999999999998;0.05;108;864.0;7020.0
0.222;5;0.026199999999999998;0.05;113;904.0;7345.0
0.224;5;0.026199999999999998;0.05;117;936.0;7605.0
0.226;5;0.026199999999999998;0.05;118;944.0;7670.0
0.228;5;0.026199999999999998;0.05;123;984.0;7995.0
0.23;5;0.026199999999999998;0.05;126;1008.0;8190.0
0.232;5;0.026199999999999998;0.05;129;1032.0;8385.0
0.234;5;0.026199999999999998;0.05;135;1080.0;8775.0
0.236;5;0.026199999999999998;0.05;135;1080.0;8775.0
0.238;5;0.026199999999999998;0.05;138;1104.0;8970.0
0.24;5;0.026199999999999998;0.05;141;1128.0;9165.0
0.242;5;0.026199999999999998;0.05;144;1152.0;9360.0
0.244;5;0.026199999999999998;0.05;147;1176.0;9555.0
0.246;5;0.026199999999999998;0.05;150;1200.0;9750.0
0.248;5;0.026199999999999998;0.05;154;1232.0;10010.0
0.25;5;0.026199999999999998;0.05;159;1272.0;10335.0
0.252;5;0.026199999999999998;0.05;164;1312.0;10660.0
0.254;5;0.026199999999999998;0.05;167;1336.0;10855.0
0.256;5;0.026199999999999998;0.05;173;1384.0;11245.0
0.258;5;0.026199999999999998;0.05;178;1424.0;11570.0
0.26;5;0.026199999999999998;0.05;187;1496.0;12155.0
0.262;5;0.026199999999999998;0.05;190;1520.0;12350.0
0.264;5;0.026199999999999998;0.05;201;1608.0;13065.0
0.266;5;0.026199999999999998;0.05;205;1640.0;13325.0
0.268;5;0.026199999999999998;0.05;212;1696.0;13780.0
0.27;5;0.026199999999999998;0.05;218;1744.0;14170.0
0.272;5;0.026199999999999998;0.05;226;1808.0;14690.0
0.274;5;0.026199999999999998;0.05;233;1864.0;15145.0
0.276;5;0.026199999999999998;0.05;236;1888.0;15340.0
0.278;5;0.026199999999999998;0.05;243;1944.0;15795.0
0.28;5;0.026199999999999998;0.05;250;2000.0;16250.0
0.282;5;0.026199999999999998;0.05;257;2056.0;16705.0
0.284;5;0.026199999999999998;0.05;261;2088.0;16965.0
0.286;5;0.026199999999999998;0.05;270;2160.0;17550.0
0.288;5;0.026199999999999998;0.05;273;2184.0;17745.0
0.29;5;0.026199999999999998;0.05;282;2256.0;18330.0
0.292;5;0.026199999999999998;0.05;290;2320.0;18850.0
0.294;5;0.026199999999999998;0.05;298;2384.0;19370.0
0.296;5;0.026199999999999998;0.05;305;2440.0;19825.0
0.298;5;0.026199999999999998;0.05;310;2480.0;20150.0
0.3;5;0.026199999999999998;0.05;316;2528.0;20540.0
0.302;5;0.026199999999999998;0.05;325;2600.0;21125.0
0.304;5;0.026199999999999998;0.05;335;2680.0;21775.0
0.306;5;0.026199999999999998;0.05;344;2752.0;22360.0
0.308;5;0.026199999999999998;0.05;352;2816.0;22880.0
0.31;5;0.026199999999999998;0.05;355;2840.0;23075.0
0.312;5;0.026199999999999998;0.05;363;2904.0;23595.0
0.314;5;0.026199999999999998;0.05;369;2952.0;23985.0
0.316;5;0.026199999999999998;0.05;380;3040.0;24700.0
0.318;5;0.026199999999999998;0.05;387;3096.0;25155.0
0.32;5;0.026199999999999998;0.05;393;3144.0;25545.0
0.322;5;0.026199999999999998;0.05;401;3208.0;26065.0
0.324;5;0.026199999999999998;0.05;410;3280.0;26650.0
0.326;5;0.026199999999999998;0.05;417;3336.0;27105.0
0.328;5;0.026199999999999998;0.05;426;3408.0;27690.0
0.33;5;0.026199999999999998;0.05;430;3440.0;27950.0
0.332;5;0.026199999999999998;0.05;444;3552.0;28860.0
0.334;5;0.026199999999999998;0.05;451;3608.0;29315.0
0.336;5;0.026199999999999998;0.05;459;3672.0;29835.0
0.338;5;0.026199999999999998;0.05;467;3736.0;30355.0
0.34;5;0.026199999999999998;0.05;475;3800.0;30875.0
0.342;5;0.026199999999999998;0.05;482;3856.0;31330.0
0.344;5;0.026199999999999998;0.05;492;3936.0;31980.0
0.346;5;0.026199999999999998;0.05;497;3976.0;32305.0
0.348;5;0.026199999999999998;0.05;511;4088.0;33215.0
0.35;5;0.026199999999999998;0.05;519;4152.0;33735.0
0.352;5;0.026199999999999998;0.05;530;4240.0;34450.0
0.354;5;0.026199999999999998;0.05;540;4320.0;35100.0
0.356;5;0.026199999999999998;0.05;551;4408.0;35815.0
0.358;5;0.026199999999999998;0.05;562;4496.0;36530.0
0.36;5;0.026199999999999998;0.05;573;4584.0;37245.0
0.362;5;0.026199999999999998;0.05;585;4680.0;38025.0
0.364;5;0.026199999999999998;0.05;597;4776.0;38805.0
0.366;5;0.026199999999999998;0.05;612;4896.0;39780.0
0.368;5;0.026199999999999998;0.05;628;5024.0;40820.0
0.37;5;0.026199999999999998;0.05;638;5104.0;41470.0
0.372;5;0.026199999999999998;0.05;649;5192.0;42185.0
0.374;5;0.026199999999999998;0.05;663;5304.0;43095.0
0.376;5;0.026199999999999998;0.05;673;5384.0;43745.0
0.378;5;0.026199999999999998;0.05;683;5464.0;44395.0
0.38;5;0.026199999999999998;0.05;701;5608.0;45565.0
0.382;5;0.026199999999999998;0.05;715;5720.0;46475.0
0.384;5;0.026199999999999998;0.05;725;5800.0;47125.0
0.386;5;0.026199999999999998;0.05;743;5944.0;48295.0
0.388;5;0.026199999999999998;0.05;752;6016.0;48880.0
0.39;5;0.026199999999999998;0.05;770;6160.0;50050.0
0.392;5;0.026199999999999998;0.05;780;6240.0;50700.0
0.394;5;0.026199999999999998;0.05;796;6368.0;51740.0
0.396;5;0.026199999999999998;0.05;809;6472.0;52585.0
0.398;5;0.026199999999999998;0.05;821;6568.0;53365.0
0.4;5;0.026199999999999998;0.05;835;6680.0;54275.0
0.402;5;0.026199999999999998;0.05;847;6776.0;55055.0
0.404;5;0.026199999999999998;0.05;861;6888.0;55965.0
0.406;5;0.026199999999999998;0.05;875;7000.0;56875.0
0.408;5;0.026199999999999998;0.05;890;7120.0;57850.0
0.41;5;0.026199999999999998;0.05;903;7224.0;58695.0
0.412;5;0.026199999999999998;0.05;919;7352.0;59735.0
0.414;5;0.026199999999999998;0.05;928;7424.0;60320.0
0.416;5;0.026199999999999998;0.05;948;7584.0;61620.0
0.418;5;0.026199999999999998;0.05;964;7712.0;62660.0
0.42;5;0.026199999999999998;0.05;978;7824.0;63570.0
0.422;5;0.026199999999999998;0.05;989;7912.0;64285.0
0.424;5;0.026199999999999998;0.05;1005;8040.0;65325.0
0.426;5;0.026199999999999998;0.05;1021;8168.0;66365.0
0.428;5;0.026199999999999998;0.05;1036;8288.0;67340.0
0.43;5;0.026199999999999998;0.05;1049;8392.0;68185.0
0.432;5;0.026199999999999998;0.05;1069;8552.0;69485.0
0.434;5;0.026199999999999998;0.05;1084;8672.0;70460.0
0.436;5;0.026199999999999998;0.05;1093;8744.0;71045.0
0.438;5;0.026199999999999998;0.05;1107;8856.0;71955.0
0.44;5;0.026199999999999998;0.05;1128;9024.0;73320.0
0.442;5;0.026199999999999998;0.05;1142;9136.0;74230.0
0.444;5;0.026199999999999998;0.05;1155;9240.0;75075.0
0.446;5;0.026199999999999998;0.05;1174;9392.0;76310.0
0.448;5;0.026199999999999998;0.05;1188;9504.0;77220.0
0.45;5;0.026199999999999998;0.05;1208;9664.0;78520.0
0.452;5;0.026199999999999998;0.05;1224;9792.0;79560.0
0.454;5;0.026199999999999998;0.05;1242;9936.0;80730.0
0.456;5;0.026199999999999998;0.05;1262;10096.0;82030.0
0.458;5;0.026199999999999998;0.05;1278;10224.0;83070.0
0.46;5;0.026199999999999998;0.05;1299;10392.0;84435.0
0.462;5;0.026199999999999998;0.05;1318;10544.0;85670.0
0.464;5;0.026199999999999998;0.05;1343;10744.0;87295.0
0.466;5;0.026199999999999998;0.05;1361;10888.0;88465.0
0.468;5;0.026199999999999998;0.05;1389;11112.0;90285.0
0.47;5;0.026199999999999998;0.05;1403;11224.0;91195.0
0.472;5;0.026199999999999998;0.05;1427;11416.0;92755.0
0.474;5;0.026199999999999998;0.05;1446;11568.0;93990.0
0.476;5;0.026199999999999998;0.05;1468;11744.0;95420.0
0.478;5;0.026199999999999998;0.05;1482;11856.0;96330.0
0.48;5;0.026199999999999998;0.05;1506;12048.0;97890.0
0.482;5;0.026199999999999998;0.05;1528;12224.0;99320.0
0.484;5;0.026199999999999998;0.05;1557;12456.0;101205.0
0.486;5;0.026199999999999998;0.05;1571;12568.0;102115.0
0.488;5;0.026199999999999998;0.05;1600;12800.0;104000.0
0.49;5;0.026199999999999998;0.05;1615;12920.0;104975.0
0.492;5;0.026199999999999998;0.05;1636;13088.0;106340.0
0.494;5;0.026199999999999998;0.05;1666;13328.0;108290.0
0.496;5;0.026199999999999998;0.05;1687;13496.0;109655.0
0.498;5;0.026199999999999998;0.05;1714;13712.0;111410.0
0.5;5;0.026199999999999998;0.05;1729;13832.0;112385.0
0.502;5;0.026199999999999998;0.05;1747;13976.0;113555.0
0.504;5;0.026199999999999998;0.05;1772;14176.0;115180.0
0.506;5;0.026199999999999998;0.05;1794;14352.0;116610.0
0.508;5;0.026199999999999998;0.05;1821;14568.0;118365.0
0.51;5;0.026199999999999998;0.05;1844;14752.0;119860.0
0.512;5;0.026199999999999998;0.05;1866;14928.0;121290.0
0.514;5;0.026199999999999998;0.05;1889;15112.0;122785.0
0.516;5;0.026199999999999998;0.05;1911;15288.0;124215.0
0.518;5;0.026199999999999998;0.05;1932;15456.0;125580.0
0.52;5;0.026199999999999998;0.05;1953;15624.0;126945.0
0.522;5;0.026199999999999998;0.05;1978;15824.0;128570.0
0.524;5;0.026199999999999998;0.05;2006;16048.0;130390.0
0.526;5;0.026199999999999998;0.05;2033;16264.0;132145.0
0.528;5;0.026199999999999998;0.05;2057;16456.0;133705.0
0.53;5;0.026199999999999998;0.05;2077;16616.0;135005.0
0.532;5;0.026199999999999998;0.05;2100;16800.0;136500.0
0.534;5;0.026199999999999998;0.05;2124;16992.0;138060.0
0.536;5;0.026199999999999998;0.05;2153;17224.0;139945.0
0.538;5;0.026199999999999998;0.05;2177;17416.0;141505.0
0.54;5;0.026199999999999998;0.05;2198;17584.0;142870.0
0.542;5;0.026199999999999998;0.05;2220;17760.0;144300.0
0.544;5;0.026199999999999998;0.05;2244;17952.0;145860.0
0.546;5;0.026199999999999998;0.05;2270;18160.0;147550.0
0.548;5;0.026199999999999998;0.05;2293;18344.0;149045.0
0.55;5;0.026199999999999998;0.05;2323;18584.0;150995.0
0.552;5;0.026199999999999998;0.05;2351;18808.0;152815.0
0.554;5;0.026199999999999998;0.05;2380;19040.0;154700.0
0.556;5;0.026199999999999998;0.05;2410;19280.0;156650.0
0.558;5;0.026199999999999998;0.05;2433;19464.0;158145.0
0.56;5;0.026199999999999998;0.05;2463;19704.0;160095.0
0.562;5;0.026199999999999998;0.05;2500;20000.0;162500.0
0.564;5;0.026199999999999998;0.05;2527;20216.0;164255.0
0.566;5;0.026199999999999998;0.05;2557;20456.0;166205.0
0.568;5;0.026199999999999998;0.05;2590;20720.0;168350.0
0.57;5;0.026199999999999998;0.05;2615;20920.0;169975.0
0.572;5;0.026199999999999998;0.05;2652;21216.0;172380.0
0.574;5;0.026199999999999998;0.05;2693;21544.0;175045.0
0.576;5;0.026199999999999998;0.05;2722;21776.0;176930.0
0.578;5;0.026199999999999998;0.05;2748;21984.0;178620.0
0.58;5;0.026199999999999998;0.05;2783;22264.0;180895.0
0.582;5;0.026199999999999998;0.05;2813;22504.0;182845.0
0.584;5;0.026199999999999998;0.05;2845;22760.0;184925.0
0.586;5;0.026199999999999998;0.05;2872;22976.0;186680.0
0.588;5;0.026199999999999998;0.05;2917;23336.0;189605.0
0.59;5;0.026199999999999998;0.05;2945;23560.0;191425.0
0.592;5;0.026199999999999998;0.05;2976;23808.0;193440.0
0.594;5;0.026199999999999998;0.05;3004;24032.0;195260.0
0.596;5;0.026199999999999998;0.05;3045;24360.0;197925.0
0.598;5;0.026199999999999998;0.05;3076;24608.0;199940.0
0.6;5;0.026199999999999998;0.05;3112;24896.0;202280.0
0.602;5;0.026199999999999998;0.05;3139;25112.0;204035.0
0.604;5;0.026199999999999998;0.05;3174;25392.0;206310.0
0.606;5;0.026199999999999998;0.05;3216;25728.0;209040.0
0.608;5;0.026199999999999998;0.05;3243;25944.0;210795.0
0.61;5;0.026199999999999998;0.05;3266;26128.0;212290.0
0.612;5;0.026199999999999998;0.05;3308;26464.0;215020.0
0.614;5;0.026199999999999998;0.05;3337;26696.0;216905.0
0.616;5;0.026199999999999998;0.05;3372;26976.0;219180.0
0.618;5;0.026199999999999998;0.05;3401;27208.0;221065.0
0.62;5;0.026199999999999998;0.05;3438;27504.0;223470.0
0.622;5;0.026199999999999998;0.05;3476;27808.0;225940.0
0.624;5;0.026199999999999998;0.05;3514;28112.0;228410.0
0.626;5;0.026199999999999998;0.05;3548;28384.0;230620.0
0.628;5;0.026199999999999998;0.05;3593;28744.0;233545.0
0.63;5;0.026199999999999998;0.05;3625;29000.0;235625.0
0.632;5;0.026199999999999998;0.05;3661;29288.0;237965.0
0.634;5;0.026199999999999998;0.05;3698;29584.0;240370.0
0.636;5;0.026199999999999998;0.05;3734;29872.0;242710.0
0.638;5;0.026199999999999998;0.05;3771;30168.0;245115.0
0.64;5;0.026199999999999998;0.05;3797;30376.0;246805.0
0.642;5;0.026199999999999998;0.05;3834;30672.0;249210.0
0.644;5;0.026199999999999998;0.05;3874;30992.0;251810.0
0.646;5;0.026199999999999998;0.05;3905;31240.0;253825.0
0.648;5;0.026199999999999998;0.05;3944;31552.0;256360.0
0.65;5;0.026199999999999998;0.05;3982;31856.0;258830.0
0.652;5;0.026199999999999998;0.05;4027;32216.0;261755.0
0.654;5;0.026199999999999998;0.05;4068;32544.0;264420.0
0.656;5;0.026199999999999998;0.05;4105;32840.0;266825.0
0.658;5;0.026199999999999998;0.05;4144;33152.0;269360.0
0.66;5;0.026199999999999998;0.05;4185;33480.0;272025.0
0.662;5;0.026199999999999998;0.05;4222;33776.0;274430.0
0.664;5;0.026199999999999998;0.05;4274;34192.0;277810.0
