sphere_D;batt_MODEL;batt_D;batt_L;total_N;total_CAP;total_MASS
0.906;1;0.014;0.025;73005;73005.0;511035.0
0.908;1;0.014;0.025;73269;73269.0;512883.0
0.91;1;0.014;0.025;73541;73541.0;514787.0
0.912;1;0.014;0.025;73822;73822.0;516754.0
0.914;1;0.014;0.025;74170;74170.0;519190.0
0.916;1;0.014;0.025;74396;74396.0;520772.0
0.918;1;0.014;0.025;74692;74692.0;522844.0
0.92;1;0.014;0.025;74987;74987.0;524909.0
0.922;1;0.014;0.025;75274;75274.0;526918.0
0.924;1;0.014;0.025;75585;75585.0;529095.0
0.926;1;0.014;0.025;75868;75868.0;531076.0
0.928;1;0.014;0.025;76153;76153.0;533071.0
0.93;1;0.014;0.025;76450;76450.0;535150.0
0.932;1;0.014;0.025;76703;76703.0;536921.0
0.934;1;0.014;0.025;77008;77008.0;539056.0
0.936;1;0.014;0.025;77338;77338.0;541366.0
0.938;1;0.014;0.025;77590;77590.0;543130.0
0.94;1;0.014;0.025;77911;77911.0;545377.0
0.942;1;0.014;0.025;78216;78216.0;547512.0
0.944;1;0.014;0.025;78502;78502.0;549514.0
0.946;1;0.014;0.025;78803;78803.0;551621.0
0.948;1;0.014;0.025;79060;79060.0;553420.0
0.95;1;0.014;0.025;79350;79350.0;555450.0
0.952;1;0.014;0.025;79677;79677.0;557739.0
0.954;1;0.014;0.025;80008;80008.0;560056.0
0.956;1;0.014;0.025;80260;80260.0;561820.0
0.958;1;0.014;0.025;80555;80555.0;563885.0
0.96;1;0.014;0.025;80831;80831.0;565817.0
0.962;1;0.014;0.025;81071;81071.0;567497.0
0.964;1;0.014;0.025;81342;81342.0;569394.0
0.966;1;0.014;0.025;81648;81648.0;571536.0
0.968;1;0.014;0.025;81859;81859.0;573013.0
0.97;1;0.014;0.025;82157;82157.0;575099.0
0.972;1;0.014;0.025;82462;82462.0;577234.0
0.974;1;0.014;0.025;82733;82733.0;579131.0
0.976;1;0.014;0.025;83023;83023.0;581161.0
0.978;1;0.014;0.025;83311;83311.0;583177.0
0.98;1;0.014;0.025;83607;83607.0;585249.0
0.982;1;0.014;0.025;83921;83921.0;587447.0
0.984;1;0.014;0.025;84223;84223.0;589561.0
0.986;1;0.014;0.025;84518;84518.0;591626.0
0.988;1;0.014;0.025;84807;84807.0;593649.0
0.99;1;0.014;0.025;85127;85127.0;595889.0
0.992;1;0.014;0.025;85400;85400.0;597800.0
0.994;1;0.014;0.025;85685;85685.0;599795.0
0.996;1;0.014;0.025;85945;85945.0;601615.0
0.044;2;0.0083;0.0425;1;0.625;6.0
0.046;2;0.0083;0.0425;1;0.625;6.0
0.048;2;0.0083;0.0425;4;2.5;24.0
0.05;2;0.0083;0.0425;7;4.375;42.0
0.052;2;0.0083;0.0425;8;5.0;48.0
0.054;2;0.0083;0.0425;10;6.25;60.0
0.056;2;0.0083;0.0425;14;8.75;84.0
0.058;2;0.0083;0.0425;15;9.375;90.0
0.06;2;0.0083;0.0425;19;11.875;114.0
0.062;2;0.0083;0.0425;21;13.125;126.0
0.064;2;0.0083;0.0425;22;13.75;132.0
0.066;2;0.0083;0.0425;28;17.5;168.0
0.068;2;0.0083;0.0425;30;18.75;180.0
0.07;2;0.0083;0.0425;33;20.625;198.0
0.072;2;0.0083;0.0425;38;23.75;228.0
0.074;2;0.0083;0.0425;40;25.0;240.0
0.076;2;0.0083;0.0425;43;26.875;258.0
0.078;2;0.0083;0.0425;46;28.75;276.0
0.08;2;0.0083;0.0425;50;31.25;300.0
0.082;2;0.0083;0.0425;56;35.0;336.0
0.084;2;0.0083;0.0425;61;38.125;366.0
0.086;2;0.0083;0.0425;63;39.375;378.0
0.088;2;0.0083;0.0425;66;41.25;396.0
0.09;2;0.0083;0.0425;70;43.75;420.0
0.092;2;0.0083;0.0425;74;46.25;444.0
0.094;2;0.0083;0.0425;78;48.75;468.0
0.096;2;0.0083;0.0425;86;53.75;516.0
0.098;2;0.0083;0.0425;91;56.875;546.0
0.1;2;0.0083;0.0425;95;59.375;570.0
0.102;2;0.0083;0.0425;100;62.5;600.0
0.104;2;0.0083;0.0425;104;65.0;624.0
0.106;2;0.0083;0.0425;109;68.125;654.0
0.108;2;0.0083;0.0425;114;71.25;684.0
0.11;2;0.0083;0.0425;119;74.375;714.0
0.112;2;0.0083;0.0425;123;76.875;738.0
0.114;2;0.0083;0.0425;128;80.0;768.0
0.116;2;0.0083;0.0425;133;83.125;798.0
0.118;2;0.0083;0.0425;144;90.0;864.0
0.12;2;0.0083;0.0425;152;95.0;912.0
0.122;2;0.0083;0.0425;157;98.125;942.0
0.124;2;0.0083;0.0425;162;101.25;972.0
0.126;2;0.0083;0.0425;167;104.375;1002.0
0.128;2;0.0083;0.0425;176;110.0;1056.0
0.13;2;0.0083;0.0425;189;118.125;1134.0
0.132;2;0.0083;0.0425;210;131.25;1260.0
0.134;2;0.0083;0.0425;227;141.875;1362.0
0.136;2;0.0083;0.0425;244;152.5;1464.0
0.138;2;0.0083;0.0425;265;165.625;1590.0
0.14;2;0.0083;0.0425;284;177.5;1704.0
0.142;2;0.0083;0.0425;304;190.0;1824.0
0.144;2;0.0083;0.0425;325;203.125;1950.0
0.146;2;0.0083;0.0425;343;214.375;2058.0
0.148;2;0.0083;0.0425;366;228.75;2196.0
0.15;2;0.0083;0.0425;386;241.25;2316.0
0.152;2;0.0083;0.0425;410;256.25;2460.0
0.154;2;0.0083;0.0425;440;275.0;2640.0
0.156;2;0.0083;0.0425;458;286.25;2748.0
0.158;2;0.0083;0.0425;482;301.25;2892.0
0.16;2;0.0083;0.0425;509;318.125;3054.0
0.162;2;0.0083;0.0425;528;330.0;3168.0
0.164;2;0.0083;0.0425;553;345.625;3318.0
0.166;2;0.0083;0.0425;580;362.5;3480.0
0.168;2;0.0083;0.0425;600;375.0;3600.0
0.17;2;0.0083;0.0425;635;396.875;3810.0
0.172;2;0.0083;0.0425;653;408.125;3918.0
0.174;2;0.0083;0.0425;683;426.875;4098.0
0.176;2;0.0083;0.0425;705;440.625;4230.0
0.178;2;0.0083;0.0425;737;460.625;4422.0
0.18;2;0.0083;0.0425;759;474.375;4554.0
0.182;2;0.0083;0.0425;783;489.375;4698.0
0.184;2;0.0083;0.0425;815;509.375;4890.0
0.186;2;0.0083;0.0425;836;522.5;5016.0
0.188;2;0.0083;0.0425;873;545.625;5238.0
0.19;2;0.0083;0.0425;902;563.75;5412.0
0.192;2;0.0083;0.0425;921;575.625;5526.0
0.194;2;0.0083;0.0425;957;598.125;5742.0
0.196;2;0.0083;0.0425;984;615.0;5904.0
0.198;2;0.0083;0.0425;1010;631.25;6060.0
0.2;2;0.0083;0.0425;1049;655.625;6294.0
0.202;2;0.0083;0.0425;1078;673.75;6468.0
0.204;2;0.0083;0.0425;1104;690.0;6624.0
0.206;2;0.0083;0.0425;1128;705.0;6768.0
0.208;2;0.0083;0.0425;1169;730.625;7014.0
0.21;2;0.0083;0.0425;1195;746.875;7170.0
0.212;2;0.0083;0.0425;1227;766.875;7362.0
0.214;2;0.0083;0.0425;1263;789.375;7578.0
0.216;2;0.0083;0.0425;1325;828.125;7950.0
0.218;2;0.0083;0.0425;1378;861.25;8268.0
0.22;2;0.0083;0.0425;1427;891.875;8562.0
0.222;2;0.0083;0.0425;1475;921.875;8850.0
0.224;2;0.0083;0.0425;1549;968.125;9294.0
0.226;2;0.0083;0.0425;1594;996.25;9564.0
0.228;2;0.0083;0.0425;1656;1035.0;9936.0
0.23;2;0.0083;0.0425;1708;1067.5;10248.0
0.232;2;0.0083;0.0425;1768;1105.0;10608.0
0.234;2;0.0083;0.0425;1836;1147.5;11016.0
0.236;2;0.0083;0.0425;1899;1186.875;11394.0
0.238;2;0.0083;0.0425;1953;1220.625;11718.0
0.24;2;0.0083;0.0425;2000;1250.0;12000.0
0.242;2;0.0083;0.0425;2057;1285.625;12342.0
0.244;2;0.0083;0.0425;2136;1335.0;12816.0
0.246;2;0.0083;0.0425;2192;1370.0;13152.0
0.248;2;0.0083;0.0425;2258;1411.25;13548.0
0.25;2;0.0083;0.0425;2315;1446.875;13890.0
0.252;2;0.0083;0.0425;2375;1484.375;14250.0
0.254;2;0.0083;0.0425;2434;1521.25;14604.0
0.256;2;0.0083;0.0425;2497;1560.625;14982.0
0.258;2;0.0083;0.0425;2583;1614.375;15498.0
0.26;2;0.0083;0.0425;2641;1650.625;15846.0
0.262;2;0.0083;0.0425;2706;1691.25;16236.0
0.264;2;0.0083;0.0425;2773;1733.125;16638.0
0.266;2;0.0083;0.0425;2823;1764.375;16938.0
0.268;2;0.0083;0.0425;2896;1810.0;17376.0
0.27;2;0.0083;0.0425;2964;1852.5;17784.0
0.272;2;0.0083;0.0425;3050;1906.25;18300.0
0.274;2;0.0083;0.0425;3121;1950.625;18726.0
0.276;2;0.0083;0.0425;3196;1997.5;19176.0
0.278;2;0.0083;0.0425;3244;2027.5;19464.0
0.28;2;0.0083;0.0425;3327;2079.375;19962.0
0.282;2;0.0083;0.0425;3390;2118.75;20340.0
0.284;2;0.0083;0.0425;3456;2160.0;20736.0
0.286;2;0.0083;0.0425;3547;2216.875;21282.0
0.288;2;0.0083;0.0425;3628;2267.5;21768.0
0.29;2;0.0083;0.0425;3685;2303.125;22110.0
0.292;2;0.0083;0.0425;3772;2357.5;22632.0
0.294;2;0.0083;0.0425;3830;2393.75;22980.0
0.296;2;0.0083;0.0425;3914;2446.25;23484.0
0.298;2;0.0083;0.0425;3981;2488.125;23886.0
0.3;2;0.0083;0.0425;4070;2543.75;24420.0
0.302;2;0.0083;0.0425;4194;2621.25;25164.0
0.304;2;0.0083;0.0425;4278;2673.75;25668.0
0.306;2;0.0083;0.0425;4419;2761.875;26514.0
0.308;2;0.0083;0.0425;4515;2821.875;27090.0
0.31;2;0.0083;0.0425;4608;2880.0;27648.0
0.312;2;0.0083;0.0425;4748;2967.5;28488.0
0.314;2;0.0083;0.0425;4838;3023.75;29028.0
0.316;2;0.0083;0.0425;4935;3084.375;29610.0
0.318;2;0.0083;0.0425;5066;3166.25;30396.0
0.32;2;0.0083;0.0425;5156;3222.5;30936.0
0.322;2;0.0083;0.0425;5271;3294.375;31626.0
0.324;2;0.0083;0.0425;5399;3374.375;32394.0
0.326;2;0.0083;0.0425;5531;3456.875;33186.0
0.328;2;0.0083;0.0425;5639;3524.375;33834.0
0.33;2;0.0083;0.0425;5766;3603.75;34596.0
0.332;2;0.0083;0.0425;5870;3668.75;35220.0
0.334;2;0.0083;0.0425;5984;3740.0;35904.0
0.336;2;0.0083;0.0425;6121;3825.625;36726.0
0.338;2;0.0083;0.0425;6229;3893.125;37374.0
0.34;2;0.0083;0.0425;6342;3963.75;38052.0
0.342;2;0.0083;0.0425;6450;4031.25;38700.0
0.344;2;0.0083;0.0425;6593;4120.625;39558.0
0.346;2;0.0083;0.0425;6710;4193.75;40260.0
0.348;2;0.0083;0.0425;6816;4260.0;40896.0
0.35;2;0.0083;0.0425;6969;4355.625;41814.0
0.352;2;0.0083;0.0425;7115;4446.875;42690.0
0.354;2;0.0083;0.0425;7218;4511.25;43308.0
0.356;2;0.0083;0.0425;7333;4583.125;43998.0
0.358;2;0.0083;0.0425;7491;4681.875;44946.0
0.36;2;0.0083;0.0425;7613;4758.125;45678.0
0.362;2;0.0083;0.0425;7737;4835.625;46422.0
0.364;2;0.0083;0.0425;7845;4903.125;47070.0
0.366;2;0.0083;0.0425;7969;4980.625;47814.0
0.368;2;0.0083;0.0425;8131;5081.875;48786.0
0.37;2;0.0083;0.0425;8230;5143.75;49380.0
0.372;2;0.0083;0.0425;8364;5227.5;50184.0
0.374;2;0.0083;0.0425;8502;5313.75;51012.0
0.376;2;0.0083;0.0425;8644;5402.5;51864.0
0.378;2;0.0083;0.0425;8773;5483.125;52638.0
0.38;2;0.0083;0.0425;8915;5571.875;53490.0
0.382;2;0.0083;0.0425;9055;5659.375;54330.0
0.384;2;0.0083;0.0425;9220;5762.5;55320.0
0.386;2;0.0083;0.0425;9403;5876.875;56418.0
0.388;2;0.0083;0.0425;9585;5990.625;57510.0
0.39;2;0.0083;0.0425;9766;6103.75;58596.0
0.392;2;0.0083;0.0425;9928;6205.0;59568.0
0.394;2;0.0083;0.0425;10118;6323.75;60708.0
0.396;2;0.0083;0.0425;10285;6428.125;61710.0
0.398;2;0.0083;0.0425;10470;6543.75;62820.0
0.4;2;0.0083;0.0425;10634;6646.25;63804.0
0.402;2;0.0083;0.0425;10834;6771.25;65004.0
0.404;2;0.0083;0.0425;11001;6875.625;66006.0
0.406;2;0.0083;0.0425;11196;6997.5;67176.0
0.408;2;0.0083;0.0425;11383;7114.375;68298.0
0.41;2;0.0083;0.0425;11577;7235.625;69462.0
0.412;2;0.0083;0.0425;11748;7342.5;70488.0
0.414;2;0.0083;0.0425;11920;7450.0;71520.0
0.416;2;0.0083;0.0425;12118;7573.75;72708.0
0.418;2;0.0083;0.0425;12351;7719.375;74106.0
0.42;2;0.0083;0.0425;12562;7851.25;75372.0
0.422;2;0.0083;0.0425;12753;7970.625;76518.0
0.424;2;0.0083;0.0425;12947;8091.875;77682.0
0.426;2;0.0083;0.0425;13119;8199.375;78714.0
0.428;2;0.0083;0.0425;13313;8320.625;79878.0
0.43;2;0.0083;0.0425;13514;8446.25;81084.0
0.432;2;0.0083;0.0425;13734;8583.75;82404.0
0.434;2;0.0083;0.0425;13911;8694.375;83466.0
0.436;2;0.0083;0.0425;14126;8828.75;84756.0
0.438;2;0.0083;0.0425;14288;8930.0;85728.0
0.44;2;0.0083;0.0425;14512;9070.0;87072.0
0.442;2;0.0083;0.0425;14687;9179.375;88122.0
0.444;2;0.0083;0.0425;14870;9293.75;89220.0
0.446;2;0.0083;0.0425;15132;9457.5;90792.0
0.448;2;0.0083;0.0425;15338;9586.25;92028.0
0.45;2;0.0083;0.0425;15525;9703.125;93150.0
0.452;2;0.0083;0.0425;15767;9854.375;94602.0
0.454;2;0.0083;0.0425;15962;9976.25;95772.0
0.456;2;0.0083;0.0425;16118;10073.75;96708.0
0.458;2;0.0083;0.0425;16296;10185.0;97776.0
0.46;2;0.0083;0.0425;16493;10308.125;98958.0
0.462;2;0.0083;0.0425;16772;10482.5;100632.0
0.464;2;0.0083;0.0425;16989;10618.125;101934.0
0.466;2;0.0083;0.0425;17167;10729.375;103002.0
0.468;2;0.0083;0.0425;17311;10819.375;103866.0
0.47;2;0.0083;0.0425;17522;10951.25;105132.0
0.472;2;0.0083;0.0425;17750;11093.75;106500.0
0.474;2;0.0083;0.0425;17913;11195.625;107478.0
0.476;2;0.0083;0.0425;18093;11308.125;108558.0
0.478;2;0.0083;0.0425;18374;11483.75;110244.0
0.48;2;0.0083;0.0425;18540;11587.5;111240.0
0.482;2;0.0083;0.0425;18737;11710.625;112422.0
0.484;2;0.0083;0.0425;18925;11828.125;113550.0
0.486;2;0.0083;0.0425;19136;11960.0;114816.0
0.488;2;0.0083;0.0425;19314;12071.25;115884.0
0.49;2;0.0083;0.0425;19541;12213.125;117246.0
0.492;2;0.0083;0.0425;19727;12329.375;118362.0
0.494;2;0.0083;0.0425;19966;12478.75;119796.0
0.496;2;0.0083;0.0425;20165;12603.125;120990.0
0.498;2;0.0083;0.0425;20378;12736.25;122268.0
0.5;2;0.0083;0.0425;20572;12857.5;123432.0
0.502;2;0.0083;0.0425;20756;12972.5;124536.0
0.504;2;0.0083;0.0425;20931;13081.875;125586.0
0.506;2;0.0083;0.0425;21070;13168.75;126420.0
0.508;2;0.0083;0.0425;21238;13273.75;127428.0
0.51;2;0.0083;0.0425;21410;13381.25;128460.0
0.512;2;0.0083;0.0425;21599;13499.375;129594.0
0.514;2;0.0083;0.0425;21727;13579.375;130362.0
0.516;2;0.0083;0.0425;21912;13695.0;131472.0
0.518;2;0.0083;0.0425;22076;13797.5;132456.0
0.52;2;0.0083;0.0425;22250;13906.25;133500.0
0.522;2;0.0083;0.0425;22423;14014.375;134538.0
0.524;2;0.0083;0.0425;22604;14127.5;135624.0
0.526;2;0.0083;0.0425;22741;14213.125;136446.0
0.528;2;0.0083;0.0425;22903;14314.375;137418.0
0.53;2;0.0083;0.0425;23083;14426.875;138498.0
0.532;2;0.0083;0.0425;23243;14526.875;139458.0
0.534;2;0.0083;0.0425;23485;14678.125;140910.0
0.536;2;0.0083;0.0425;23615;14759.375;141690.0
0.538;2;0.0083;0.0425;23837;14898.125;143022.0
0.54;2;0.0083;0.0425;23983;14989.375;143898.0
0.542;2;0.0083;0.0425;24159;15099.375;144954.0
0.544;2;0.0083;0.0425;24274;15171.25;145644.0
0.546;2;0.0083;0.0425;24380;15237.5;146280.0
0.548;2;0.0083;0.0425;24509;15318.125;147054.0
0.55;2;0.0083;0.0425;24614;15383.75;147684.0
0.552;2;0.0083;0.0425;24724;15452.5;148344.0
0.554;2;0.0083;0.0425;24916;15572.5;149496.0
0.556;2;0.0083;0.0425;25094;15683.75;150564.0
0.558;2;0.0083;0.0425;25301;15813.125;151806.0
0.56;2;0.0083;0.0425;25482;15926.25;152892.0
0.562;2;0.0083;0.0425;25614;16008.75;153684.0
0.564;2;0.0083;0.0425;25840;16150.0;155040.0
0.566;2;0.0083;0.0425;26016;16260.0;156096.0
0.568;2;0.0083;0.0425;26184;16365.0;157104.0
0.57;2;0.0083;0.0425;26427;16516.875;158562.0
0.572;2;0.0083;0.0425;26570;16606.25;159420.0
0.574;2;0.0083;0.0425;26736;16710.0;160416.0
0.576;2;0.0083;0.0425;26995;16871.875;161970.0
0.578;2;0.0083;0.0425;27139;16961.875;162834.0
0.58;2;0.0083;0.0425;27333;17083.125;163998.0
0.582;2;0.0083;0.0425;27543;17214.375;165258.0
0.584;2;0.0083;0.0425;27701;17313.125;166206.0
0.586;2;0.0083;0.0425;27921;17450.625;167526.0
0.588;2;0.0083;0.0425;28163;17601.875;168978.0
0.59;2;0.0083;0.0425;28311;17694.375;169866.0
0.048;3;0.0105;0.0445;1;1.2;12.0
0.05;3;0.0105;0.0445;2;2.4;24.0
0.052;3;0.0105;0.0445;4;4.8;48.0
0.054;3;0.0105;0.0445;5;6.0;60.0
0.056;3;0.0105;0.0445;7;8.4;84.0
0.058;3;0.0105;0.0445;8;9.6;96.0
0.06;3;0.0105;0.0445;9;10.8;108.0
0.062;3;0.0105;0.0445;11;13.2;132.0
0.064;3;0.0105;0.0445;12;14.4;144.0
0.066;3;0.0105;0.0445;15;18.0;180.0
0.068;3;0.0105;0.0445;16;19.2;192.0
0.07;3;0.0105;0.0445;20;24.0;240.0
0.072;3;0.0105;0.0445;21;25.2;252.0
0.074;3;0.0105;0.0445;22;26.4;264.0
0.076;3;0.0105;0.0445;24;28.8;288.0
0.078;3;0.0105;0.0445;28;33.6;336.0
0.08;3;0.0105;0.0445;30;36.0;360.0
0.082;3;0.0105;0.0445;32;38.4;384.0
0.084;3;0.0105;0.0445;34;40.8;408.0
0.086;3;0.0105;0.0445;37;44.4;444.0
0.088;3;0.0105;0.0445;38;45.6;456.0
0.09;3;0.0105;0.0445;43;51.6;516.0
0.092;3;0.0105;0.0445;45;54.0;540.0
0.094;3;0.0105;0.0445;48;57.6;576.0
0.096;3;0.0105;0.0445;50;60.0;600.0
0.098;3;0.0105;0.0445;53;63.6;636.0
0.1;3;0.0105;0.0445;55;66.0;660.0
0.102;3;0.0105;0.0445;58;69.6;696.0
0.104;3;0.0105;0.0445;61;73.2;732.0
0.106;3;0.0105;0.0445;66;79.2;792.0
0.108;3;0.0105;0.0445;69;82.8;828.0
0.11;3;0.0105;0.0445;72;86.4;864.0
0.112;3;0.0105;0.0445;75;90.0;900.0
0.114;3;0.0105;0.0445;78;93.6;936.0
0.116;3;0.0105;0.0445;82;98.4;984.0
0.118;3;0.0105;0.0445;85;102.0;1020.0
0.12;3;0.0105;0.0445;88;105.6;1056.0
0.122;3;0.0105;0.0445;91;109.2;1092.0
0.124;3;0.0105;0.0445;95;114.0;1140.0
0.126;3;0.0105;0.0445;99;118.8;1188.0
0.128;3;0.0105;0.0445;106;127.2;1272.0
0.13;3;0.0105;0.0445;110;132.0;1320.0
0.132;3;0.0105;0.0445;114;136.8;1368.0
0.134;3;0.0105;0.0445;118;141.6;1416.0
0.136;3;0.0105;0.0445;127;152.4;1524.0
0.138;3;0.0105;0.0445;139;166.8;1668.0
0.14;3;0.0105;0.0445;151;181.2;1812.0
0.142;3;0.0105;0.0445;163;195.6;1956.0
0.144;3;0.0105;0.0445;175;210.0;2100.0
0.146;3;0.0105;0.0445;185;222.0;2220.0
0.148;3;0.0105;0.0445;199;238.8;2388.0
0.15;3;0.0105;0.0445;216;259.2;2592.0
0.152;3;0.0105;0.0445;230;276.0;2760.0
0.154;3;0.0105;0.0445;240;288.0;2880.0
0.156;3;0.0105;0.0445;254;304.8;3048.0
0.158;3;0.0105;0.0445;269;322.8;3228.0
0.16;3;0.0105;0.0445;284;340.8;3408.0
0.162;3;0.0105;0.0445;295;354.0;3540.0
0.164;3;0.0105;0.0445;309;370.8;3708.0
0.166;3;0.0105;0.0445;327;392.4;3924.0
0.168;3;0.0105;0.0445;338;405.6;4056.0
0.17;3;0.0105;0.0445;360;432.0;4320.0
0.172;3;0.0105;0.0445;378;453.6;4536.0
0.174;3;0.0105;0.0445;390;468.0;4680.0
0.176;3;0.0105;0.0445;410;492.0;4920.0
0.178;3;0.0105;0.0445;423;507.6;5076.0
0.18;3;0.0105;0.0445;442;530.4;5304.0
0.182;3;0.0105;0.0445;456;547.2;5472.0
0.184;3;0.0105;0.0445;478;573.6;5736.0
0.186;3;0.0105;0.0445;490;588.0;5880.0
0.188;3;0.0105;0.0445;511;613.2;6132.0
0.19;3;0.0105;0.0445;523;627.6;6276.0
0.192;3;0.0105;0.0445;539;646.8;6468.0
0.194;3;0.0105;0.0445;565;678.0;6780.0
0.196;3;0.0105;0.0445;580;696.0;6960.0
0.198;3;0.0105;0.0445;602;722.4;7224.0
0.2;3;0.0105;0.0445;616;739.2;7392.0
0.202;3;0.0105;0.0445;634;760.8;7608.0
0.204;3;0.0105;0.0445;660;792.0;7920.0
0.206;3;0.0105;0.0445;673;807.6;8076.0
0.208;3;0.0105;0.0445;691;829.2;8292.0
0.21;3;0.0105;0.0445;719;862.8;8628.0
0.212;3;0.0105;0.0445;734;880.8;8808.0
0.214;3;0.0105;0.0445;749;898.8;8988.0
0.216;3;0.0105;0.0445;767;920.4;9204.0
0.218;3;0.0105;0.0445;796;955.2;9552.0
0.22;3;0.0105;0.0445;813;975.6;9756.0
0.222;3;0.0105;0.0445;832;998.4;9984.0
0.224;3;0.0105;0.0445;857;1028.4;10284.0
0.226;3;0.0105;0.0445;897;1076.4;10764.0
0.228;3;0.0105;0.0445;925;1110.0;11100.0
0.23;3;0.0105;0.0445;961;1153.2;11532.0
0.232;3;0.0105;0.0445;992;1190.4;11904.0
0.234;3;0.0105;0.0445;1039;1246.8;12468.0
0.236;3;0.0105;0.0445;1072;1286.4;12864.0
0.238;3;0.0105;0.0445;1110;1332.0;13320.0
0.24;3;0.0105;0.0445;1138;1365.6;13656.0
0.242;3;0.0105;0.0445;1171;1405.2;14052.0
0.244;3;0.0105;0.0445;1220;1464.0;14640.0
0.246;3;0.0105;0.0445;1254;1504.8;15048.0
0.248;3;0.0105;0.0445;1290;1548.0;15480.0
0.25;3;0.0105;0.0445;1329;1594.8;15948.0
0.252;3;0.0105;0.0445;1374;1648.8;16488.0
0.254;3;0.0105;0.0445;1428;1713.6;17136.0
0.256;3;0.0105;0.0445;1466;1759.2;17592.0
0.258;3;0.0105;0.0445;1498;1797.6;17976.0
0.26;3;0.0105;0.0445;1536;1843.2;18432.0
0.262;3;0.0105;0.0445;1573;1887.6;18876.0
0.264;3;0.0105;0.0445;1618;1941.6;19416.0
0.266;3;0.0105;0.0445;1667;2000.4;20004.0
0.268;3;0.0105;0.0445;1706;2047.2;20472.0
0.27;3;0.0105;0.0445;1746;2095.2;20952.0
0.272;3;0.0105;0.0445;1789;2146.8;21468.0
0.274;3;0.0105;0.0445;1824;2188.8;21888.0
0.276;3;0.0105;0.0445;1870;2244.0;22440.0
0.278;3;0.0105;0.0445;1909;2290.8;22908.0
0.28;3;0.0105;0.0445;1960;2352.0;23520.0
0.282;3;0.0105;0.0445;2009;2410.8;24108.0
0.284;3;0.0105;0.0445;2060;2472.0;24720.0
0.286;3;0.0105;0.0445;2096;2515.2;25152.0
0.288;3;0.0105;0.0445;2142;2570.4;25704.0
0.29;3;0.0105;0.0445;2170;2604.0;26040.0
0.292;3;0.0105;0.0445;2226;2671.2;26712.0
0.294;3;0.0105;0.0445;2274;2728.8;27288.0
0.296;3;0.0105;0.0445;2326;2791.2;27912.0
0.298;3;0.0105;0.0445;2380;2856.0;28560.0
0.3;3;0.0105;0.0445;2423;2907.6;29076.0
0.302;3;0.0105;0.0445;2473;2967.6;29676.0
0.304;3;0.0105;0.0445;2512;3014.4;30144.0
0.306;3;0.0105;0.0445;2562;3074.4;30744.0
0.308;3;0.0105;0.0445;2605;3126.0;31260.0
0.31;3;0.0105;0.0445;2648;3177.6;31776.0
0.312;3;0.0105;0.0445;2706;3247.2;32472.0
0.314;3;0.0105;0.0445;2780;3336.0;33360.0
0.316;3;0.0105;0.0445;2855;3426.0;34260.0
0.318;3;0.0105;0.0445;2914;3496.8;34968.0
0.32;3;0.0105;0.0445;2977;3572.4;35724.0
0.322;3;0.0105;0.0445;3052;3662.4;36624.0
0.324;3;0.0105;0.0445;3113;3735.6;37356.0
0.326;3;0.0105;0.0445;3197;3836.4;38364.0
0.328;3;0.0105;0.0445;3258;3909.6;39096.0
0.33;3;0.0105;0.0445;3322;3986.4;39864.0
0.332;3;0.0105;0.0445;3404;4084.8;40848.0
0.334;3;0.0105;0.0445;3495;4194.0;41940.0
0.336;3;0.0105;0.0445;3562;4274.4;42744.0
0.338;3;0.0105;0.0445;3636;4363.2;43632.0
0.34;3;0.0105;0.0445;3704;4444.8;44448.0
0.342;3;0.0105;0.0445;3774;4528.8;45288.0
0.344;3;0.0105;0.0445;3864;4636.8;46368.0
0.346;3;0.0105;0.0445;3932;4718.4;47184.0
0.348;3;0.0105;0.0445;3997;4796.4;47964.0
0.35;3;0.0105;0.0445;4090;4908.0;49080.0
0.352;3;0.0105;0.0445;4160;4992.0;49920.0
0.354;3;0.0105;0.0445;4234;5080.8;50808.0
0.356;3;0.0105;0.0445;4324;5188.8;51888.0
0.358;3;0.0105;0.0445;4415;5298.0;52980.0
0.36;3;0.0105;0.0445;4489;5386.8;53868.0
0.362;3;0.0105;0.0445;4564;5476.8;54768.0
0.364;3;0.0105;0.0445;4661;5593.2;55932.0
0.366;3;0.0105;0.0445;4736;5683.2;56832.0
0.368;3;0.0105;0.0445;4798;5757.6;57576.0
0.37;3;0.0105;0.0445;4876;5851.2;58512.0
0.372;3;0.0105;0.0445;4967;5960.4;59604.0
0.374;3;0.0105;0.0445;5045;6054.0;60540.0
0.376;3;0.0105;0.0445;5127;6152.4;61524.0
0.378;3;0.0105;0.0445;5210;6252.0;62520.0
0.38;3;0.0105;0.0445;5300;6360.0;63600.0
0.382;3;0.0105;0.0445;5374;6448.8;64488.0
0.384;3;0.0105;0.0445;5487;6584.4;65844.0
0.386;3;0.0105;0.0445;5551;6661.2;66612.0
0.388;3;0.0105;0.0445;5646;6775.2;67752.0
0.39;3;0.0105;0.0445;5739;6886.8;68868.0
0.392;3;0.0105;0.0445;5814;6976.8;69768.0
0.394;3;0.0105;0.0445;5908;7089.6;70896.0
0.396;3;0.0105;0.0445;5993;7191.6;71916.0
0.398;3;0.0105;0.0445;6064;7276.8;72768.0
0.4;3;0.0105;0.0445;6176;7411.2;74112.0
0.402;3;0.0105;0.0445;6284;7540.8;75408.0
0.404;3;0.0105;0.0445;6375;7650.0;76500.0
